facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
539GF,Georgetown VA Clinic,Georgetown,Primary Care CBOC,4903 State Route 125,,Georgetown,OH,45121,937-378-3413 x,937-378-3049 x,888-838-6446 x,513-487-6606 x,513-475-6499 x,513-475-6527 x,38.87153331,-83.91500916,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
539QA,Cincinnati VA Mobile Clinic,Cincinnati Mobile,Other Outpatient Services (OOS),3200 Vine Street,,Cincinnati,OH,45220,513-475-6921 x,513-475-6947 x,513-475-6921 x,513-487-6606 x,888-838-6446 x,513-475-6482 x,39.1381373,-84.50948598,-,-,-,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
539QB,Highland Avenue VA Clinic,Highland Avenue-Cincinnati,Other Outpatient Services (OOS),2929 Highland Avenue,,Cincinnati,OH,45219,513-559-3599 x,513-475-6944 x,513-861-3100 x,513-487-6606 x,888-838-6446 x,513-475-6482 x,39.13347406,-84.5027551,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
541,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,Cleveland,VA Medical Center (VAMC),10701 East Boulevard,,Cleveland,OH,44106,216-791-3800 x,216-421-3217 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,216-791-3800 x1700,41.51271009,-81.61273057,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
541BY,Canton VA Clinic,Canton,Multi-Specialty CBOC,733 Market Avenue South,,Canton,OH,44702,330-489-4600 x,330-489-4684 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-489-4600 x1658,40.79314594,-81.37672105,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are closed Sundays and all federal holidays.
541BZ,Youngstown VA Clinic,Youngstown,Multi-Specialty CBOC,2031 Belmont Avenue,,Youngstown,OH,44505,330-740-9200 x,330-740-9249 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-740-9200 x1591,41.12717709,-80.66440511,800AM-630PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are closed Sundays and all federal holidays.
541GB,Lorain VA Clinic,Lorain,Multi-Specialty CBOC,205 West 20th Street,,Lorain,OH,44052,440-244-3833 x,440-244-3834 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,440-244-3833 x2004,41.45232347,-82.1670779,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GC,Sandusky VA Clinic,Sandusky,Multi-Specialty CBOC,3416 Columbus Avenue,,Sandusky,OH,44870,419-625-7350 x,419-625-6660 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,419-625-7350 x1901,41.41922921,-82.6898812,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GD,David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic,Mansfield,Multi-Specialty CBOC,1025 South Trimble Road,,Mansfield,OH,44906,419-529-4602 x,419-529-4664 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,419-529-4602 x1321,40.72991136,-82.5510326,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GE,McCafferty VA Clinic,McCafferty-Cleveland,Primary Care CBOC,4242 Lorain Avenue,,Cleveland,OH,44113,216-939-0699 x,216-939-0789 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,216-939-0699 x3578,41.47937753,-81.71621033,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GF,Painesville VA Clinic,Painesville,Multi-Specialty CBOC,7 West Jackson Street,,Painesville,OH,44077,440-357-6740 x,440-357-7906 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,440-357-6740 x1455,41.72508089,-81.24857442,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GG,Akron VA Clinic,Akron,Multi-Specialty CBOC,55 West Waterloo Road,,Akron,OH,44319,330-724-7715 x,330-724-1029 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-724-7715 x1169,41.02877803,-81.52890072,730AM-430PM,730AM-430PM,730AM-730PM,730AM-430PM,730AM-430PM,730AM-1200PM,-,We are closed Sundays and all federal holidays.
541GH,East Liverpool VA Clinic,East Liverpool-Calcutta,Multi-Specialty CBOC,15655 State Route 170,Suite A,Calcutta,OH,43920,330-386-4303 x,330-386-4485 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-386-4303 x1813,40.67316727,-80.5781566,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GI,Warren VA Clinic,Warren,Multi-Specialty CBOC,"1460 Tod Avenue, Northwest",,Warren,OH,44485,330-392-0311 x,330-392-0323 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-392-0311 x1406,41.24670237,-80.8349289,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
541GJ,New Philadelphia VA Clinic,New Philadelphia,Multi-Specialty CBOC,1260 Monroe Avenue,Suite 1A,New Philadelphia,OH,44663,330-602-5339 x,330-602-4388 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-602-5339 x2000,40.50549026,-81.45678006,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
541GK,Ravenna VA Clinic,Ravenna,Multi-Specialty CBOC,6751 North Chestnut Street,,Ravenna,OH,44266,330-296-3641 x,330-296-5297 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,330-296-3641 x1100,41.17350081,-81.2449682,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541GL,Parma VA Clinic,Parma,Multi-Specialty CBOC,8787 Brookpark Road,,Parma,OH,44129,216-739-7000 x,216-739-7098 x,216-791-3800 x4441,216-791-2300 x2001,216-791-3800 x5189,216-739-7000 x1222,41.41853776,-81.74554055,800AM-900PM,800AM-600PM,800AM-730PM,800AM-600PM,800AM-600PM,800AM-300PM,-,We are closed Sundays and all federal holidays.
541GM,Cleveland VA Clinic-Superior,Cleveland-Superior,Other Outpatient Services (OOS),8901 Superior Avenue,,Cleveland,OH,44106,216-421-3133 x,216-421-3134 x,216-791-3800 x4441,216-791-3800 x2001,216-791-3800 x5189,216-791-3800 x1700,41.52070188,-81.62571429,630AM-500PM,630AM-500PM,630AM-500PM,630AM-500PM,630AM-500PM,-,-,We are closed weekends and all federal holidays.
541GN,State Street VA Clinic,State Street-Painesville,Multi-Specialty CBOC,54 South State Street,Suite 204,Painesville,OH,44077,440-357-6740 x,440-357-0506 x,440-357-6740 x4441,216-791-2300 x2001,440-357-6740 x1449,440-357-6740 x1449,41.72489207,-81.24042743,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
541QA,Summit County VA Clinic,Summit County-Akron,Other Outpatient Services (OOS),111 East Voris Street,,Akron,OH,44311,330-761-7054 x,330-761-7055 x,330-761-7054 x,216-791-2300 x2001,216-791-3800 x3576,216-791-3800 x1700,41.063718,-81.52216051,800AM-600PM,800AM-600PM,800AM-600PM,800AM-600PM,800AM-600PM,-,-,We are closed weekends and all federal holidays.
541QB,Cleveland VA Clinic-Euclid,Cleveland-Euclid,Other Outpatient Services (OOS),7000 Euclid Avenue,Suites 102 and 202,Cleveland,OH,44103,216-391-0264 x,216-391-0265 x,216-391-0264 x,216-791-2300 x2001,216-791-3800 x3576,216-791-3800 x1700,41.504153,-81.64102261,600AM-500PM,600AM-500PM,600AM-500PM,600AM-500PM,600AM-500PM,600AM-500PM,-,We are closed Sunday's and all federal holidays.
541QC,Cleveland 1 VA Mobile Clinic,Cleveland 1 Mobile,Other Outpatient Services (OOS),10701 East Boulevard,,Cleveland,OH,44106,216-791-3800 x,216-421-3217 x,216-791-3800 x,216-791-3800 x1063,216-791-3800 x3910,216-791-3800 x1700,41.51271009,-81.61273057,-,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are open by appointment 7:30am-4:00pm Tuesday-Thursday.  We are closed weekends and all federal holidays.
541QD,Cleveland 2 VA Mobile Clinic,Cleveland 2 Mobile,Other Outpatient Services (OOS),10701 East Boulevard,,Cleveland,OH,44106,216-791-3800 x,216-421-3217 x,216-791-3800 x,216-791-3800 x1063,216-791-3800 x3910,216-791-3800 x1700,41.51271009,-81.61273057,-,730AM-400PM,730AM-400PM,-,730AM-400PM,-,-,"We are open by appointment Tuesdays, Wednesdays, and Fridays. We are closed weekends and all federal holidays."
541QE,Cleveland East Boulevard 3 VA Mobile Clinic,Cleveland East Boulevard 3 Mobile,Other Outpatient Services (OOS),10701 East Boulevard,,Cleveland,OH,44106,216-791-3800 x,216-421-3217 x,216-791-3800 x,216-791-3800 x1063,216-791-3800 x3910,216-791-3800 x1700,41.51271009,-81.61273057,-,-,-,-,730AM-400PM,-,-,We are open by appointment on  Fridays. We are closed weekends and all federal holidays.
541QF,Cuyahoga County 4 VA Mobile Clinic,Cuyahoga County-Cleveland 4 Mobile,Other Outpatient Services (OOS),10701 East Boulevard,,Cleveland,OH,44106,216-791-3800 x,216-421-3217 x,216-791-3800 x,216-791-3800 x1063,216-791-3800 x3910,216-791-3800 x1700,41.51271009,-81.61273057,900AM-330PM,900AM-330PM,900AM-330PM,900AM-330PM,-,-,-,We are open by appointment Monday-Thursday 9am-3:30pm. We are closed weekends and all federal holidays.
552,Dayton VA Medical Center,Dayton,VA Medical Center (VAMC),4100 West Third Street,,Dayton,OH,45428,937-268-6511 x,937-262-2179 x,888-838-6446 x,800-368-8262 x5325,800-368-8262 x3450,800-368-8262 x2164,39.74939525,-84.2532443,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
552GA,Middletown VA Clinic,Middletown,Multi-Specialty CBOC,4337 North Union Road,,Middletown,OH,45005,513-423-8387 x,513-423-3309 x,937-268-6511 x1904,800-368-8262 x5325,800-368-8262 x3450,800-368-8262 x2164,39.50603381,-84.31647581,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
552GB,Lima VA Clinic,Lima,Multi-Specialty CBOC,1303 Bellefontaine Avenue,,Lima,OH,45804,419-222-5788 x,419-222-9504 x,937-268-6511 x1904,800-368-8262 x5325,800-368-8262 x3450,800-368-8262 x2164,40.73179528,-84.08159431,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
552GC,Richmond VA Clinic,Richmond,Multi-Specialty CBOC,4351 South A Street,,Richmond,IN,47374,765-973-6915 x,765-965-6936 x,937-268-6511 x1904,800-368-8262 x5325,800-368-8262 x3450,800-368-8262 x2164,39.82715333,-84.84260103,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
552GD,Springfield VA Clinic,Springfield,Multi-Specialty CBOC,512 South Burnett Road,,Springfield,OH,45505,937-328-3385 x,937-328-3387 x,937-268-6511 x1904,800-368-8262 x5325,800-368-8262 x3450,800-368-8262 x2164,39.91478647,-83.77043534,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
552QA,Dayton 1 VA Mobile Clinic,Dayton 1 Mobile,Other Outpatient Services (OOS),4100 West Third Street,,Dayton,OH,45428,937-268-6511 x,937-262-2179 x,800-368-8262 x3450,800-368-8262 x5325,888-838-6446 x,800-368-8262 x2164,39.74939525,-84.2532443,-,-,-,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
552QB,Dayton Third Street 2 VA Mobile Clinic,Dayton Third Street 2 Mobile,Other Outpatient Services (OOS),4100 West Third Street,,Dayton,OH,45428,937-268-6511 x,937-267-3973 x,888-838-6446 x,937-268-6511 x2189,937-262-2128 x,937-268-6511 x2164,39.74939525,-84.2532443,-,-,-,-,-,-,-,We are open by appointment.(exact hours to be determined)  We are closed weekends and all federal holidays.
552QC,Montgomery County 3 VA Mobile Clinic,Montgomery County-Dayton 3 Mobile,Other Outpatient Services (OOS),4100 West Third Street,,Dayton,OH,45428,937-268-6511 x,937-267-3973 x,888-838-6446 x,937-268-6511 x2189,937-262-2128 x,937-268-6511 x2164,39.74939525,-84.2532443,-,-,-,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
553,John D. Dingell Department of Veterans Affairs Medical Center,Detroit,VA Medical Center (VAMC),4646 John R Street,,Detroit,MI,48201,313-576-1000 x,313-576-1025 x,313-576-4351 x,313-576-1000 x61340,313-576-1000 x63489,313-576-3666 x,42.35514102,-83.06034128,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
553BU,Detroit VA Domiciliary,Detroit Domiciliary,Residential Care Site (MH RRTP/DRRTP) (Stand-Alone),4777 East Outer Drive,,Detroit,MI,48234,313-576-1551 x,313-576-1570 x,313-576-1551 x,313-576-1000 x,313-576-1000 x63489,313-576-1000 x63666,,,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.
553GA,Yale VA Clinic,Yale,Primary Care CBOC,7470 Brockway Road,,Yale,MI,48097,810-387-3211 x,810-387-2279 x,313-576-4351 x,313-576-1000 x61340,313-576-1000 x63489,313-576-3666 x,43.11500823,-82.79105322,800AM-600PM,800AM-600PM,800AM-600PM,800AM-600PM,800AM-600PM,-,-,We are closed weekends and all federal holidays.
553GB,Pontiac VA Clinic,Pontiac,Multi-Specialty CBOC,44200 Woodward Avenue,Suite 208,Pontiac,MI,48341,248-332-4540 x,248-332-4576 x,313-576-4351 x,313-576-1000 x61340,313-576-1000 x63489,313-576-3666 x,42.61348131,-83.27328728,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
553QA,Piquette Street VA Clinic,Piquette Street-Detroit,Other Outpatient Services (OOS),301 Piquette Street,,Detroit,MI,48202,313-576-1580 x,313-576-1599 x,800-511-8056 x,313-576-1000 x,313-576-1000 x63489,313-576-1000 x63666,42.36770358,-83.0673079,800AM-800PM,800AM-800PM,800AM-800PM,800AM-800PM,800AM-800PM,800AM-800PM,800AM-800PM,Administrative hours 8 a.m. to 4:30 p.m.
583,Richard L. Roudebush Veterans' Administration Medical Center,Indianapolis,VA Medical Center (VAMC),1481 West Tenth Street,,Indianapolis,IN,46202,317-554-0000 x,317-988-3159 x,317-554-0000 x,317-988-4370 x,317-988-4310 x,317-988-2602 x,39.77978308,-86.18645769,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
583BU,Indianapolis VA Domiciliary,Indianapolis Domiciliary,Residential Care Site (MH RRTP/DRRTP) (Stand-Alone),725 North Pennsylvania Street,,Indianapolis,IN,46204,317-554-0000 x,317-988-3159 x,317-554-0000 x,317-988-4370 x,317-554-0000 x,317-988-2602 x,,,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.
583GA,Terre Haute VA Clinic,Terre Haute,Primary Care CBOC,110 West Honey Creek Parkway,,Terre Haute,IN,47804,812-232-2890 x,812-232-3506 x,888-878-6889 x,317-988-4398 x,812-232-2890 x,317-988-2602 x,39.42489569,-87.41917824,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
583GB,Bloomington VA Clinic,Bloomington,Primary Care CBOC,455 South Landmark Avenue,,Bloomington,IN,47403,812-336-5723 x,812-336-5805 x,888-878-6889 x,317-988-4398 x,812-336-5723 x,317-988-2602 x,39.1623879,-86.55595422,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
583GC,Martinsville VA Clinic,Martinsville,Primary Care CBOC,2200 John R. Wooden Drive,,Martinsville,IN,46151,765-349-2071 x,765-349-2187 x,317-988-4498 x,317-988-4370 x,317-988-4090 x,317-988-2602 x,39.42498393,-86.40601194,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
583GD,Indianapolis West VA Clinic,Indianapolis West,Primary Care CBOC,3850 Shore Drive,Suite 203,Indianapolis,IN,46254,317-554-0000 x,317-988-3159 x,317-988-4310 x,317-988-4370 x,317-554-0000 x,317-988-2602 x,39.82466494,-86.28087766,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
583GE,West Lafayette VA Clinic,West Lafayette,Primary Care CBOC,3851 North River Road,,West Lafayette,IN,47906,765-464-2280 x,765-464-2279 x,217-554-3000 x,217-554-3208 x,800-320-8387 x44221,309-589-6800 x47284,40.4730761,-86.88449713,715AM-415PM,715AM-415PM,715AM-415PM,715AM-415PM,715AM-415PM,-,-,We are closed weekends and all federal holidays.
583QA,Monroe County VA Clinic,Monroe County-Bloomington,Other Outpatient Services (OOS),1332 Arch Haven Avenue,,Bloomington,IN,47403,812-349-4406 x,812-349-4418 x,888-878-6889 x,317-988-4398 x,317-554-0000 x,317-988-2602 x,39.16086954,-86.55294036,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
583QB,Indianapolis VA Clinic,Indianapolis-Meridian Street,Other Outpatient Services (OOS),1099 North Meridan Street,Suite 900,Indianapolis,IN,46204,317-554-0000 x,317-988-3159 x,317-988-4310 x,317-988-4370 x,317-554-0000 x,317-988-2602 x,39.78136819,-86.157505,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
583QC,Vigo County VA Clinic,Vigo County-Terra Haute,Other Outpatient Services (OOS),142 West Honey Creek Parkway,,Terra Haute,IN,47804,812-232-8325 x,812-232-8717 x,888-878-6889 x,317-988-4398 x,317-554-0000 x,317-988-2602 x,39.42489569,-87.41999199,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
610,Marion VA Medical Center,Marion,VA Medical Center (VAMC),1700 East 38th Street,,Marion,IN,46953,765-674-3321 x,765-677-3124 x,800-360-8387 x,765-674-3321 x73133,765-674-3321 x75911,765-674-3321 x73181,40.52373253,-85.63715446,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m. We are open extended hours one Tuesday a month until 6:30 p.m. and one Saturday a month 8 a.m. to 4:30 p.m. We are closed weekends and all federal holidays. Emergency Care: 24 hours a day 7 days a week.
610A4,Fort Wayne VA Medical Center,Fort Wayne,VA Medical Center (VAMC),2121 Lake Avenue,,Fort Wayne,IN,46805,260-426-5431 x,260-460-1336 x,800-360-8387 x,765-674-3321 x73133,260-426-5431 x71101,260-426-5431 x71340,41.08979768,-85.10792126,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m. We are open extended hours one Tuesday a month until 6:30 p.m. and one Saturday a month 8 a.m. to 4:30 p.m. We are closed weekends and all federal holidays. Emergency Care: 24 hours a day 7 days a week.
610GA,South Bend VA Clinic,South Bend,Primary Care CBOC,333 West Western Avenue,,South Bend,IN,46601,574-299-4847 x,574-299-9073 x,800-360-8387 x,800-360-8387 x73133,800-360-8387 x71101,574-299-4847 x71340,41.67231778,-86.25459051,730AM-700PM,730AM-700PM,730AM-700PM,730AM-700PM,730AM-500PM,-,-,We are closed weekends and all federal holidays.
610GB,Muncie VA Clinic,Muncie,Primary Care CBOC,2600 West White River Boulevard,,Muncie,IN,47303,765-284-6822 x,765-254-5603 x,800-360-8387 x,800-360-8387 x73133,800-360-8387 x75911,765-254-5601 x70601,40.18621752,-85.41736575,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
610GC,Goshen VA Clinic,Goshen,Primary Care CBOC,2606 Peddlers Village Road,,Goshen,IN,46526,574-534-6108 x71340,260-460-1336 x,800-360-8387 x,800-360-8387 x73133,260-426-5431 x71101,260-426-5431 x71340,41.60870368,-85.87945146,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
610GD,Peru VA Clinic,Peru,Primary Care CBOC,750 North Broadway,,Peru,IN,46970,765-472-8900 x,765-472-8999 x,800-360-8387 x,800-360-8387 x73133,800-360-8387 x75911,765-472-8900 x71340,40.76672228,-86.07748318,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
610QA,Fort Wayne VA Clinic,Fort Wayne,Primary Care CBOC,2500 East State Boulevard,,Fort Wayne,IN,46805,260-426-5431 x71190,260-421-1820 x,855-492-6985 x,765-674-3321 x73133,260-426-5431 x71101,765-674-3321 x73181,41.09710317,-85.10637928,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655,Aleda E. Lutz Department of Veterans Affairs Medical Center,Saginaw,VA Medical Center (VAMC),1500 Weiss Street,,Saginaw,MI,48602,989-497-2500 x,989-321-4903 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,43.44368731,-83.96196064,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
655GA,Gaylord VA Clinic,Gaylord,Multi-Specialty CBOC,806 South Otsego Avenue,,Gaylord,MI,49732,989-732-7525 x,989-732-6577 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,45.01973412,-84.67764717,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GB,Traverse City VA Clinic,Traverse City,Primary Care CBOC,3271 Racquet Club Drive,,Traverse City,MI,49684,231-932-9720 x,231-995-9302 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,44.73293363,-85.61745806,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GC,Oscoda VA Clinic,Oscoda,Primary Care CBOC,5671 Skeel Avenue,Suite 4,Oscoda,MI,48750,989-747-0026 x,989-747-0029 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,44.44753099,-83.34773023,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GD,Lieutenant Colonel Clement C. Van Wagoner Department of Veterans Affairs Clinic,Alpena,Primary Care CBOC,180 North State Street,,Alpena,MI,49707,989-356-8720 x,989-356-8707 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,45.06109397,-83.4306035,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GE,Clare VA Clinic,Clare,Primary Care CBOC,11775 North Isabella Road,,Clare,MI,48617,989-386-8113 x,989-386-8139 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,43.81217733,-84.74835535,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GF,Bad Axe VA Clinic,Bad Axe,Primary Care CBOC,1142 South Van Dyke Road,Suite 100,Bad Axe,MI,48413,989-269-7445 x,989-269-7490 x,989-497-2500 x12220,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x13012,43.80170229,-83.03809881,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GG,Cadillac VA Clinic,Cadillac,Primary Care CBOC,1909 North Mitchell Street,,Cadillac,MI,49601,231-775-4401 x,231-775-4546 x,888-838-8446 x,989-497-2500 x13990,989-497-2500 x13120,989-497-2500 x13012,44.27606297,-85.40662624,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GH,Cheboygan County VA Clinic ,Cheboygan County-Mackinaw City,Primary Care CBOC,14540 Mackinaw Highway,,Mackinaw City,MI,49701,231-436-5176 x,231-436-5364 x,888-838-8446 x,989-497-2500 x13990,989-497-2500 x13120,989-497-2500 x13012,45.75647164,-84.73206457,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655GI,Grayling VA Clinic,Grayling,Primary Care CBOC,1680 Hartwick Pines Road,,Grayling,MI,49738,989-344-2002 x,989-334-2005 x,800-406-5148 x,989-497-2500 x11705,989-321-4524 x,989-321-4012 x,44.70951279,-84.7099185,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
655QA,Saginaw VA Clinic,Saginaw-Barnard Road,Other Outpatient Services (OOS),4241 Barnard Road,,Saginaw,MI,48603,989-497-2500 x,989-790-3527 x,989-497-2500 x,989-497-2500 x11705,989-497-2500 x13120,989-497-2500 x11157,43.4682996,-83.96567865,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
757,Chalmers P. Wylie Veterans Outpatient Clinic,Columbus,Health Care Center (HCC),420 North James Road,,Columbus,OH,43219,614-257-5200 x,614-257-5460 x,614-257-5512 x,614-257-5230 x,614-257-5298 x,614-257-5290 x,39.98137382,-82.91183261,800AM-430PM,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-1000AM,-,"Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: Monday-Friday, 8:00 a.m. to 7:00 p.m."
757GA,Zanesville VA Clinic,Zanesville,Primary Care CBOC,2800 Maple Avenue,,Zanesville,OH,43701,740-453-7725 x,614-257-5768 x,614-257-5512 x,614-257-5230 x,614-257-5298 x,614-388-7709 x,39.97445995,-82.01223502,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
