facility_id,original_facility_id,location_descriptive_name_common_name,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
VBA177,349/28,Vocational Rehabilitation & Employment-VSOC- TX A&M CENTRAL TEXAS OFFICE  ,"Texas A&M University-Central Texas, 1001 Leadership PL  ",RM 221E,Killeen,TX,76549,254-519-5404       ,254-519-5420,31.116434,-97.79855,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,n/a,n/a,
VBA178,n/a,Central Texas College VetSuccess on Campus VR&E Office,6200 W Central Texas Expressway,Bldg 118,Killeen,Texas,76540,254-501-3094,n/a,31.093621,-97.726452,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,closed,closed,
VBA179,349/29,  TX A&M COLLEGE STATION OFFICE   ,"Koldus Student Services Bldg, Ste 112, , , ","Veteran Resource & Support Center, MS 1256 TAMU",College Station,TX ,77843,254-519-5404       ,254-519-5420,30.6263,-96.3347,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,n/a,n/a,
VBA180,n/a,TX A&M University College Station VetSuccess on Campus VR&E Office,MS 1256 TAMU,"Koldus Student Services Bldg, Suite 112, Veteran Resource & Support Center",College Station,TX,77843,979-458-3886,979-458-1691,30.6263,-96.3347,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,closed,closed,
VBA181,n/a,University of Texas at Arlington VetSuccess on Campus VR&E Office,406 Summit Ave,"Veterans Assistance Center, UTA, PO Box 19345",Arlington,Texas,76019,817-272-9882,817-272-9883,32.733733,-97.122154,8:15am - 4:45pm,8:15am - 4:45pm,8:15am - 4:45pm,8:15am - 4:45pm,8:15am - 4:45pm,closed,closed,
VBA182,349/28,Vocational Rehabilitation & Employment-VSOC-TARRANT CNTY COLLEGE - S Campus   ,5301 Campus Dr,"Bldg SERS, Rm 1104-S",Ft. Worth  ,TX ,76119-5926   ,817-515-4076 ,n/a,31.9871,-102.070365,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,n/a,n/a,
VBA183,349/28,Vocational Rehabilitation & Employment-VSOC-TARRANT CNTY COLLEGE - NE Campus   ,828 W. Harwood Rd,Room NADM 1201A,Hurst,TX ,76054-3299 ,817-515-6319       ,n/a,32.847552,-97.190078,800 am - 430 pm,800 am - 430 pm,800 am - 430 pm,800 am - 430 pm,800 am - 430 pm,n/a,n/a,
VBA184,349/28,Vocational Rehabilitiation & Employment-VSOC-UNIVERSITY TX at ARLINGTON OFFICE   ," Veterans Assistance Center, University of Texas at Arlington","PO Box 19345, 406 Summit Ave",Arlington,TX      ,76019,817-272-9882 ,n/a,32.750091,-97.3247,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,8 am - 430 pm,n/a,n/a,
VBA185,n/a,Texas A&M Central Texas VetSuccess on Campus VR&E Office,1001 Leadership PL,RM 221E,Killeen,Texas,76549,254-519-5404,254-519-5420,31.047059,-97.766385,TBA,TBA,TBA,TBA,TBA,CLOSED,CLOSED,
VBA186,n/a,Tarrant County College South VetSuccess on Campus VR&E Office,5301 Campus Drive,"Bldg SERS, Rm 1104-S",Fort Worth,Texas,76119-5926,817-515-4076,n/a,32.667467,-97.29035,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,closed,closed,
VBA187,N/A,Tarrant County College NE VetSuccess on Campus VR&E Office,828 W Harwood Road,Room NADM 1201A,Hurst,Texas,76054-3299,817-515-6319,n/a,32.847552,-97.190078,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,closed,closed,
VBA188,313,"Baltimore Regional Office, Specially Adapted Housing ",31 Hopkins Plaza,,Baltimore,Maryland,21201,410-230-4500,410-230-4564,39.289194,-76.616452,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,Closed,Closed,
VBA189,327,"Louisville Regional Office, Specially Adapted Housing Office","321 West Main St, Suite 390",,Louisville,Kentucky,40202,"502-566-4484, 502-566-4490",502-587-3059,38.256473,-85.755213,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,Closed,Closed,
VBA190,372,"National Capital Region Benefits Office, Specially Adapted Housing Office","1722 I Street, NW",,Washington,DC,20421,"202-530-9010, 202-530-9372, 202-530-9405",202-530-9046,38.901118,-77.040792,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,Closed,Closed,
VBA191,575,Grand Junction VA Medical Center,2121 NORTH AVE,,GRAND JUNCTION,CO,81501,970-242-0731,NA,39.076386,-108.540308,7:00 AM - 3:30 PM,7:00 AM - 3:30 PM,7:00 AM - 3:30 PM,7:00 AM - 3:30 PM,7:00 AM - 3:30 PM,NA,NA,_Vocational Rehabilitation Counselor on-site at the Grand Junction VA Medical Center
VBA192,554GE,PFC FLOYD K. LINDSTROM VA CLINIC,3141 CENTENNIAL BLVD,,COLORADO SPRINGS,CO,80907,719-327-5660,NA,38.895362,-104.850198,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 11:30 AM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,NA,NA,CLOSED WEDS. AFTERNOONS FOR STAFF TRAINING_
VBA193,339,DENVER VA REGIONAL OFFICE,155 VAN GORDON ST,,LAKEWOOD,CO,80228,1-800-827-1000,303-914-5915,39.716102,-105.138238,8:00 AM - 3:45 PM,8:00 AM - 3:45 PM,8:00 AM - 11:30 AM,8:00 AM - 3:45 PM,8:00 AM - 3:45 PM,NA,NA,CLOSED WEDS. AFTERNOON FOR STAFF TRAINING_
VBA194,442,CHEYENNE VA MEDICAL CENTER,2360 PERSHING BLVD,,CHEYENNE,WY,82001,1-800-827-1000,NA,41.148254,-104.785617,"9-11:30 AM, 1-3:30 PM","9-11:30 AM, 1-3:30 PM","9-11:30 AM, 1-3:30 PM","9-11:30 AM, 1-3:30 PM","9-11:30 AM, 1-3:30 PM",NA,NA,CLOSED EVERY DAY AT��_��__11:30 AM - 1:00 PM FOR STAFF TRAINING_
VBA195,666,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,,SHERIDAN,WY,82801,307-672-3473,NA,44.829615,-106.988382,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,NA,NA,
VBA196,1,St. Thomas Community-Based Outpatien Clinic ,Medical Foundation Bulding,Suite 101,St. Thomas,VI,802,340-776-7072,340-774-2069,18.33,-64.92,8:00am to 4:00pm,8:00am to 4:00pm,8:00am to 4:00pm,8:00am to 4:00pm,8:00am to 4:00pm,NA,NA,
VBA197,2,Mayaguez Oupatient Clinic,175 Algarrobo Ave,,Mayaguez,PR,682,787-834-6900,N/A,31.889426,-116.587956,7:30 am 4:00pm,7:30 am 4:00pm,7:30 am 4:00pm,7:30 am 4:00pm,7:30 am 4:00pm,7:30 am 4:00pm,7:30 am 4:00pm,
VBA198,3,Arecibo Commnity-Based Outpatiet Clinic,Victor Rojas II / Zona Industrial ,,Arecibo,PR,612,787-641-7582 X 28689,787-816-1824,18.47525,-66.720963,8:00am to 4:30pm,8:00am to 4:30pm,8:00am to 4:30pm,8:00am to 4:30pm,8:00am to 4:30pm,N/A,N/A,
VBA199,4,VA Euripides Rubio Clinic-Ponce Outpatient Clinic,Paseo Del Veterano #1010,,Ponce,PR,00716-2001,787-812-3030,787-651-4317,33.66784,-80.446232,7:30am-40:O0pm,7:30am-40:O0pm,7:30am-40:O0pm,7:30am-40:O0pm,7:30am-40:O0pm,N/A,N/A,
VBA200,1,Medical Foundation Building ,Medical Foundation Building ,Suite 101,St. Thomas,VI,802,340-776-7072,340-774-2069,18.33,-64.92,8:00am-4:30pm,8:00am-4:30pm,8:00am-4:30pm,8:00am-4:30pm,8:00am-4:30pm,NA,NA,
VBA201,315,"Huntington Regional Office, Specially Adapted Housing Office",640 Fourth Ave,,Huntington,West Virginia,25701,"304-399-9251, 304-399-9482",304-399-9184,38.420306,-82.447869,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,8:30am - 4:30pm,Closed,Closed,
VBA202,372,Andrews Air Force Base Malcolm Grow Medical Center Bldg,1050 W Perimeter Road,,Andrews Air Force ,MD,20762,202-460-9406,202-460-9094,38.80738,-76.896604,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed ,Closed,
VBA203,none,Marine Corp Base Camp Pendleton,Community Services Building 13150,,Camp Pendleton,CA ,92055,760-725-0378,760-385-4551,33.309471,-117.314477,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,closed,closed,
VBA204,none,Marine Corp Base Camp Pendleton Wounded Warrior Battalion,Santa Margarita Road Bldg H-49,,Camp Pendleton,CA,92055,760-870-4428,none,33.3146,-117.316,8am - 4pm,8am - 4pm ,8am - 4pm ,8am - 4pm ,8am - 4pm ,closed,closed,
VBA205,372,Fort Belvoir Wariror Pavilion Bldg,9501 Farrell Road,808N Suite NS-104,Fort Belvoir,VA,22060,703-805-0548,703-805-8089,38.701014,-77.138087,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,closed,Closed,Closed,
VBA206,none,Marine Corp Air Station Miramar,MCAS Miramar Bldg 5305,,San Diego ,CA,92145,858-689-2241,none,32.88,-117.13,8am - 4pm ,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,closed ,closed,
VBA207,372,Walter Reed National Miltary Medical Center,8901 Rockville Pike Bldg 147,,Bethesda,MD,20889,301-400-2465,N/A,39.000913,-77.093666,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,Closed,
VBA208,none,Laguna Hills Community Based Outpatient Clinic,25292 Mcintyre Street,,Laguna Hills,CA,92653,562-826-8551,949-462-0793,33.596097,-117.679793,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,closed,closed,
VBA209,none,Naval Base San Diego ,3115 Dolphin Alley Bldg 270,,San Diego,CA,92136,619-230-0393,none,37.613807,-122.401444,730am - 4pm,730am - 4pm,730am - 4pm,730am - 4pm,730am - 4pm,closed,closed,
VBA210,318,Winston Salem Veterans Benefits Regional Office,251 N. Main Street,,Winston Salem,North Carolina,27155,336-251-0703,336-631-5154,36.096945,-80.243311,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA211,372,National Capitol Region Benefits Office,1722 I Street Northwest,,Washington,DC,20421,202-530-9162,202-530-9094,38.901118,-77.040792,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm ,Closed,Closed,
VBA212,none,Marine Corp Base Camp Pendleton IDES ,Santa Margarita Road Bldg H-49,,Camp Pendleton ,CA,92055,760-725-0378,none,33.3146,-117.316,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,closed,closed,
VBA213,none,Naval Hospital San Diego ,Balboa Naval Hospital Bldg 1,,San Diego,CA,92134,619-532-6635,619-532-9565,32.724758,-117.143898,8am - 4pm ,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,closed,closed,
VBA214,none,Naval Hospital San Diego ,Balboa Naval Hospital Bldg 26,,San Diego,CA,92134,619-532-5122,619-532-8659,32.724758,-117.143898,8am - 4pm,8am - 4pm,8am - 4pm ,8am - 4pm ,8am - 4pm ,closed,closed,
VBA215,none,Marine Corp Recruit Depot (MCRD),4025 Tripoli Avenue Bldg 14,,San Diego,CA ,92140,619-524-8233,none,37.708898,-122.466575,8am - 4pm ,8am - 4pm ,8am - 4pm ,8am - 4pm ,8am - 4pm ,closed,closed,
VBA216,none,Veterans Affairs Medical Center La Jolla,3350 La Jolla Village Drive,,San Diego,CA,92161,858-642-8987,none,32.873942,-117.23145,8am - 4pm ,8am - 4pm ,8am - 4pm,8am - 4pm ,8am - 4pm ,closed,closed,
VBA217,459,Honolulu Regional Office,459 Patterson Road,E-wing,Honolulu,HI,96819,1-800-827-1000,808-433-0478,21.36113,-157.888733,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,Closed,Closed,_We are not open Saturday and Sunday
VBA218,459,"University of Manoa, Honolulu",2600 Campus Road,QLC Room 310,Honolulu,Hawaii,96822,808-956-2192,none,21.30015,-157.81855,Closed,8:30am-5:00pm,Closed,Closed,8:30am-5:00pm,Closed,Closed,_VSOC is outbased at this location 2 days a week.
VBA219,459,Leeward Community College Veteran Resource Center,96-045 Ala Ike St.,,Pearl City,Hawaii,96782,808-455-0313,none,21.394985,-157.985654,8:30am - 5:00pm,closed,8:30am - 5:00pm,Closed,8:30am - 5:00pm,Closed,Closed,VSOC at this location 3 days a week._
VBA220,459,"Hawaii Pacific University, Honolulu","1164 Bishop St., #912",,Honolulu,HI,96813,808-544-1123,808-544-0285,21.308057,-157.862145,8:15am-4:15pm,8:15am-4:15pm,8:15am-4:15pm,8:15am-4:15pm,8:15am-4:15pm,closed,closed,
VBA221,459,"US Army Garrison, Schofield Barracks ACAP",673 Ayers Ave.,"Building 750, Room 127",Schofield Barracks,Hawaii,96857,808-655-1043,none,21.49,-158.05,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,closed,closed,
VBA222,459,"US Army Garrison, Schofield Barracks, Soldier & Family Assistance Center",371 Brannon Road,"Building 663, Room 112",Schofield Barracks,Hawaii,96857,808-655-9969,none,21.49,-158.05,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,Closed,Closed,
VBA223,459,"Tripler Army Medical Center, Honolulu",1 Jarrett White Road,,Honolulu,Hawaii,96819,808-433-1383,808-433-0382,21.36011,-157.889482,7:30am - 4:00pm,7:30am - 4:00pm,7:30am - 4:00pm,7:30am - 4:00pm,7:30am - 4:00pm,Closed,Closed,
VBA224,459,Maui Community Based Outpatient Clinic,203 Ho'ohana St.,,Kahului,HI,96732,808-873-9426,808-877-3145,20.88719,-156.463213,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,7:30am-4:00pm,Closed,Closed,
VBA225,459,Guam Benefits Office,770 East Sunset Blvd.,Suite 165,Tamuning,Guam,96913,671-648-0090,671-648-0096,30.431509,-86.633086,8:00am-4:00pm,8:00am-4:00pm,8:00am-4:00pm,8:00am-4:00pm,8:00am-4:00pm,Closed,Closed,
VBA226,314,Norfolk Fleet and Family Services,7928 14th Street,Room 274,Norfolk,Virginia,23505,757 322-1180,N/A,42.504365,-96.342712,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA227,318,Winston Salem Regional Office Vocational Rehabilitation Employment Division - Fort Bragg Outbased Office,Bldg 4-2843 Normandy Street,Suite 100,Fort Bragg,NC,28310,910-396-8611,910-396-4679,35.139,-79.006,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA228,318,Winston Salem Regional Office Vocational Rehabilitation and Employment Division Camp Lejeune Outbased Office,#14 Julian Steve C. Smith Blvd,"Bldg H-14, 1st Floor",Camp Lejeune,NC,28547,910-449-6963,910-449-6964,34.67,-77.35,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA229,318,Winston Salem Regional Office Vocational Rehabilitation and Employment Division MCAS New River Outbased Office,MCAS New River,"Bldg 212, Room 123",Jacksonville,NC,28540,910-449-6963,910-449-6964,36.2176,-81.6401,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA230,318,Winston Salem Regional Office Vocational Rehabilitation and Employment Division East Carolina University Outbased Office,East Carolina University,"Brewster, D-107",Greenville,NC,27858,910-449-6963,910-449-6964,35.61,-77.4,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA231,317,Broward County VA Outpatient Clinic VR&E,9800 W. Commercial Blvd.,,Sunrise,FL,33351,954-475-5500 X8672,954-625-8754,26.192741,-80.281235,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,CLOSED,CLOSED,
VBA232,317,Fort Myers VR&E Office,11934 Fairway Lakes Drive #3,,Fort Myers,FL,33913,239-672-8693,239-672-8695,26.571184,-81.75127,8am -4:30pm,8am -4:30pm,8am -4:30pm,8am -4:30pm,8am -4:30pm,CLOSED,CLOSED,
VBA233,317,Naples VR&E Office,"2707 Horseshoe Drive South, Suite 204",,Naples,FL,34104,239-403-2383,239-403-2388,26.161828,-81.772053,closed,closed,8am - 4:30pm,closed,closed,CLOSED,CLOSED,
VBA234,317,Jacksonville VR&E Office,7828 Baymeadows Way Suite 120B,,Jacksonville,FL,32256,904-731-0565,904-731-0595,30.227329,-81.581387,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,CLOSED,CLOSED,
VBA235,317,Gainesville VR&E Office,105 NW 75th Street Suite 2,,Gainesville,FL,32607,352-331-9343,352-331-1848,29.653831,-82.421726,8 am - 3:30pm,8 am - 3:30pm,8 am - 3:30pm,8 am - 3:30pm,8 am - 3:30pm,CLOSED,CLOSED,
VBA236,317,Tallahassee VR&E Office,1311 Executive Center Drive Ellis Building Suite 100D,,Tallahassee,FL,32399,850-422-2427,850-422-2485,30.426498,-84.234768,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,CLOSED,CLOSED,
VBA237,317,Sarasota VR&E Division,"2055 Wood Street, Suite 207",,Sarasota,FL,34237,941-366-8945,941-366-8943,27.32903,-82.528968,7am - 3:30pm,7am - 3:30pm,7am - 3:30pm,7am - 3:30pm,7am - 3:30pm,CLOSED,CLOSED,
VBA238,317,Tampa Polytrauma VR&E Office,13000 Bruce B Downs Blvd. PMRS-117,,Tampa,FL,33612,813-972-2000 X4793,813-979-3631,28.064647,-82.427551,6am - 2:30pm,6am - 2:30pm,6am - 2:30pm,6am - 2:30pm,6am - 2:30pm,CLOSED,CLOSED,
VBA239,317,Tampe Workforce Office,"9215 N. Florida Avenue, Suite 101",,Tampa,FL,33612,813-930-7689,813-930-7483,28.033741,-82.457338,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,CLOSED,CLOSED,
VBA240,317,Cocoa VR&E Office,1970 Michigan Avenue Suite I7,,Cocoa,FL,32922,321-433-1761,321-433-1996,28.38982,-80.753612,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,8 am - 4:30pm,CLOSED,CLOSED,
VBA241,362,Houston Regional Benefit Office,6900 Almeda Road,,Houston,Texas,77030,713-383-1999/1985,713-383-2605/1984,29.699088,-95.386922,7:30 am - 4pm,7:30 am - 4pm,7:30 am - 4pm,7:30 am - 4pm,7:30 am - 4pm,n/a,n/a,
VBA242,317,Orlando VR&E/ VSC Center,"1000 Legion Place, Suite 1500",,Orlando,FL,32801,407-835-5600 ,407-835-5610,28.558839,-81.379421,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,CLOSED,CLOSED,
VBA243,362,Houston Regional Loan Center,6900 Almeda Road,,Houston,Texas,77030,888-232-2571,713-383-1849,29.699088,-95.386922,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,n/a,n/a,
VBA244,362,Houston Regional Benefits Office at Frank Tejeda Outpatient Clinic,5788 Eckhert Road,,San Antonio,Texas,78240,210-699-5040/5017/5022,"210-699-5079, 713-383-1984",29.512456,-98.622881,7:30am - 3:30pm,7:30am - 3:30pm,7:30am - 3:30pm,7:30am - 3:30pm,7:30am - 3:30pm,Closesd,Closed,
VBA245,317,NAS JAX VR&E,NAS JAX Yorktown Ave,Building 13,Jacksonville,FL,32212,904-542-3286,904-542-1475,30.22,-81.7,8 am - 4:30 pm ,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,CLOSED,CLOSED,
VBA246,362,SAMMC JB San Antonio,3551 Roger Brooke Drive,"Annex C, Trailer 15",Fort Sam Houston,Texas,78234,210-916-8278,210-916-4615,29.460713,-98.418561,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA247,362,SAMMC JB San Antonio,3551 Roger Brooke Drive,"Annex C, Trailer 15",Fort Sam Houston,Texas,78234,210-916-9721/7729,713-383-1984,29.460713,-98.418561,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA248,317,Orlando Lake Nona Office,13800 Veterans Way,VBA Room #C102,Orlando,FL,32827,407-631-1645,407-631-1971,28.365366,-81.274839,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,CLOSED,CLOSED,
VBA249,362,Wilford Hall Medical Center,"2200 Bergquist Drive, Suite 1",BLDG 4550,Lackland AFB,Texas,78236,210-292-7231,713-383-2605,29.399252,-98.620405,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA250,317,The Villages VR&E Office,8900 SE 165th Mulberry Lane,Room 161,The Villages,FL,32162,352-674-5090,352-374-5012,28.980318,-82.00517,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,CLOSED,CLOSED,
VBA251,362,Wilford Hall Medical Center,"2200 Bergquist Drive, Suite 1",,Lackland Air Force Base,Texas,78236,210-292-6947,713-383-1984,29.399252,-98.620405,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA252,362,"Corpus Christi, Vocational Rehabilitation and Employment Services Office",4646 Corona Suite 150,,Corpus Christi,Texas,78411,361-584-7731,361-584-5007,27.71404,-97.389617,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed ,
VBA253,362,"McAllen, Vocational Rehabilitation and Employment Services Office",3900 North Tenth Street,Box 132,McAllen,Texas,78501,956-992-9877/9876,956-630-3569,26.238148,-98.223434,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA254,362,"Houston Community College, VetSuccess on Campus",3220A Main Street,Suite 105,Houston,Texas,77002,713-718-2309,713-383-1984,29.741505,-95.377159,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed ,
VBA255,N/A,Augusta Field Office,1 Freedom Way,Room 2D105,Augusta,Georgia,30904,706-733-0188 Ext. 6809,706-481-6735,33.464559,-82.026497,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA256,362,"Sam Houston State University, VetSuccess on Campus ",1922 Ave J,"Academic Building III, Room 116",Huntsville,Texas,77341,936-294-2263,713-383-1984,30.715206,-95.549255,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed,
VBA257,N/A,Columbus Field Office,233 12th Street,Suite 820,Columbus,Georgia,31901,706-649-7844,706-649-7697,32.469014,-84.989413,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA258,362,"University of Houston, VetSuccess on Campus ",202 Student Center North,,Houston,Texas,77204,832-842-6189,713-383-1984,33.233888,-97.17464,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed,
VBA259,N/A,Fort Benning,6520 Marchant Avenue,Bldg. 2751,Ft. Benning,Georgia,31905,706-649-5338,706-649-5389,32.35898,-84.976457,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA260,362,"Lone Star College, VetSuccess on Campus ",20515 SH 249 RM,NRB 200K,Houston,Texas,77070,281-290-3671,713-383-1984,29.7589,-95.3677,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed,
VBA261,N/A,Ft. Benning,6600 Van Aalst Boulevard,,Ft. Benning,Georgia,31905,762-408-1327,762-408-1446,32.3524,-84.9688,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA262,362,"San Antonio College, VetSuccess on Campus ",1300 San Pedro Ave,"Veterans Affairs Office Moody Bldg, 1st Floor",San Antonio,Texas,78212,210-486-0018,713-383-1984,29.4246,-98.4951,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA263,362,"University of Texas, VetSuccess on Campus ",One UTSA Circle,,San Antonio,Texas,78249,210-458-8081/82,713-383-1984,29.552454,-98.663533,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed,
VBA264,362,Soldiers & Families Assistance Center,Army Support Activity,3931 Okubo Barracks JBSA,Fort Sam Houston,Texas,78234,210-916-9397,713-383-1984,29.46,-98.44,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA265,362,Naval Health Clinic Corpus Christi,10651 E Street,Room 1504,Corpus Christi,Texas,78419,"361-961-6000, Ext. 36152",361-961-2969,27.69229,-97.277963,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,8am - 4:30pm,Closed,Closed,
VBA266,N/A,Ft. Gordon,405 Barnes Avenue,Building 29610,Ft. Gordon,Georgia,30905,706-796-7041,706-796-7021,33.421,-82.1621,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA267,N/A,Ft. Gordon,234 Central Hospital Road,Building 329,Ft. Gordon,Georgia,30905,706-787-9064,N/A,33.421,-82.1621,8 am - 4 pm ,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA268,N/A,Ft. Stewart,55 Pony Soldier Road,"Building 253, Suite 1056",Ft. Stewart,Georgia,31314,912-368-6951,N/A,34.866002,-111.792003,8 am - 4 pm ,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA269,N/A,Ft. Stewart,229 West General Screvan Way,Suite H,Hinesville,Georgia,31313,912-435-7261,N/A,31.8477,-81.596,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA270,348,Portland Regional Benefit Office,100 SW Main Street,Floor 2,Portland,Oregon,97204,800-827-1000,503-412-4733,45.514869,-122.675701,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
