facility_id,service_level_1,service_level_2
VBA210,Transition assistance,
VBA210,Pre-discharge assistance,
VBA210,Employment assistance,
VBA210,Financial counseling,
VBA210,Housing assistance,
VBA210,Disability claim assistance,
VBA210,Education claim assistance,
VBA210,Insurance claim assistance,
VBA210,Vocational rehabilitation claim assistance,
VBA210,Survivor claim assistance,
VBA210,Updating contact information,
VBA210,Updating direct deposit information,
VBA210,Burial Claim assistance,
VBA210,eBenefits Logon assistance,
VBA210,Integrated Disability Evaluation System assistance,
VBA210,Homeless assistance,
VBA211,Applying for benefits,
VBA211,Disability claim assistance,
VBA211,Survivor claim assistance,
VBA211,Updating contact information,
VBA211,Updating direct deposit information,
VBA211,Burial Claim assistance,
VBA211,eBenefits Logon assistance,
VBA211,Homeless assistance,
VBA212,Integrated Disability Evaluation System assistance,
VBA212,eBenefits Logon assistance,
VBA212,Updating contact information,
VBA212,Updating direct deposit information,
VBA213,eBenefits Logon assistance,
VBA213,Integrated Disability Evaluation System assistance,
VBA213,Updating contact information,
VBA213,Updating direct deposit information,
VBA214,Applying for benefits,
VBA214,Transition assistance,
VBA214,Pre-discharge assistance,
VBA214,Disability claim assistance,
VBA214,Survivor claim assistance,
VBA214,Updating contact information,
VBA214,Updating direct deposit information,
VBA214,eBenefits Logon assistance,
VBA215,Applying for benefits,
VBA215,Transition assistance,
VBA215,Disability claim assistance,
VBA215,Survivor claim assistance,
VBA215,Updating contact information,
VBA215,Updating direct deposit information,
VBA215,eBenefits Logon assistance,
VBA215,Homeless assistance,
VBA216,Applying for benefits,
VBA216,Disability claim assistance,
VBA216,Updating contact information,
VBA216,Updating direct deposit information,
VBA216,Burial Claim assistance,
VBA216,eBenefits Logon assistance,
VBA216,Homeless assistance,
VBA217,Applying for benefits,
VBA217,Vocational rehabilitation career assistance,
VBA217,Transition assistance,
VBA217,Pre-discharge assistance,
VBA217,Employment assistance,
VBA217,Housing assistance,
VBA217,Disability claim assistance,
VBA217,Education claim assistance,
VBA217,Insurance claim assistance,
VBA217,Vocational rehabilitation claim assistance,
VBA217,Survivor claim assistance,
VBA217,Updating contact information,
VBA217,Updating direct deposit information,
VBA217,Burial Claim assistance,
VBA217,eBenefits Logon assistance,
VBA217,Integrated Disability Evaluation System assistance,
VBA217,Homeless assistance,
VBA217,Career counseling,
VBA218,Vocational rehabilitation claim assistance,
VBA218,Vocational rehabilitation career assistance,
VBA218,School assistance,
VBA218,Updating contact information,
VBA218,Career counseling,
VBA218,Updating direct deposit information,
VBA219,Career counseling,
VBA219,School assistance,
VBA219,Vocational rehabilitation career assistance,
VBA219,Vocational rehabilitation claim assistance,
VBA219,Updating contact information,
VBA219,Updating direct deposit information,
VBA220,School assistance,
VBA220,Career counseling,
VBA220,Vocational rehabilitation claim assistance,
VBA220,Updating contact information,
VBA220,Updating direct deposit information,
VBA220,Vocational rehabilitation career assistance,
VBA220,Other,A VSOC is outbased at this University.
VBA221,Vocational rehabilitation career assistance,
VBA221,Career counseling,
VBA221,Transition assistance,
VBA221,Pre-discharge assistance,
VBA221,Employment assistance,
VBA221,Vocational rehabilitation claim assistance,
VBA221,Updating contact information,
VBA221,Updating direct deposit information,
VBA221,Other,VR&E IDES Location
VBA222,Career counseling,
VBA222,Transition assistance,
VBA222,Vocational rehabilitation career assistance,
VBA222,Pre-discharge assistance,
VBA222,Employment assistance,
VBA222,Vocational rehabilitation claim assistance,
VBA222,Updating contact information,
VBA222,Updating direct deposit information,
VBA222,Integrated Disability Evaluation System assistance,
VBA222,Other,VR&E IDES Location
VBA223,Applying for benefits,
VBA223,Career counseling,
VBA223,Vocational rehabilitation career assistance,
VBA223,Transition assistance,
VBA223,Pre-discharge assistance,
VBA223,Disability claim assistance,
VBA223,Insurance claim assistance,
VBA223,Education claim assistance,
VBA223,Vocational rehabilitation claim assistance,
VBA223,Survivor claim assistance,
VBA223,Updating contact information,
VBA223,Updating direct deposit information,
VBA223,Burial Claim assistance,
VBA223,eBenefits Logon assistance,
VBA223,Integrated Disability Evaluation System assistance,
VBA223,Homeless assistance,
VBA223,School assistance,
VBA223,Employment assistance,
VBA224,Vocational rehabilitation career assistance,
VBA224,Vocational rehabilitation claim assistance,
VBA224,Employment assistance,
VBA224,Career counseling,
VBA224,Updating contact information,
VBA224,Updating direct deposit information,
VBA224,Applying for benefits,
VBA224,School assistance,
VBA225,Applying for benefits,
VBA225,Career counseling,
VBA225,School assistance,
VBA225,Vocational rehabilitation career assistance,
VBA225,Pre-discharge assistance,
VBA225,Employment assistance,
VBA225,Transition assistance,
VBA225,Housing assistance,
VBA225,Disability claim assistance,
VBA225,Education claim assistance,
VBA225,Insurance claim assistance,
VBA225,Vocational rehabilitation claim assistance,
VBA225,Survivor claim assistance,
VBA225,Updating contact information,
VBA225,Updating direct deposit information,
VBA225,Burial Claim assistance,
VBA225,eBenefits Logon assistance,
VBA225,Integrated Disability Evaluation System assistance,
VBA225,Homeless assistance,
VBA226,Integrated Disability Evaluation System assistance,
VBA226,Applying for benefits,
VBA226,Transition assistance,
VBA227,Career counseling,
VBA227,School assistance,
VBA227,Vocational rehabilitation career assistance,
VBA227,Transition assistance,
VBA227,Pre-discharge assistance,
VBA227,Employment assistance,
VBA227,Vocational rehabilitation claim assistance,
VBA228,Career counseling,
VBA228,School assistance,
VBA228,Vocational rehabilitation career assistance,
VBA228,Transition assistance,
VBA228,Pre-discharge assistance,
VBA228,Employment assistance,
VBA228,Vocational rehabilitation claim assistance,
VBA229,Career counseling,
VBA229,School assistance,
VBA229,Vocational rehabilitation career assistance,
VBA229,Transition assistance,
VBA229,Pre-discharge assistance,
VBA229,Employment assistance,
VBA229,Vocational rehabilitation claim assistance,
VBA230,Career counseling,
VBA230,School assistance,
VBA230,Vocational rehabilitation career assistance,
VBA230,Transition assistance,
VBA230,Pre-discharge assistance,
VBA230,Employment assistance,
VBA230,Vocational rehabilitation claim assistance,
VBA231,Vocational rehabilitation career assistance,
VBA231,Vocational rehabilitation claim assistance,
VBA231,Other,Colocated with VA Outpatient Clinic
VBA232,Vocational rehabilitation career assistance,
VBA232,Vocational rehabilitation claim assistance,
VBA233,Vocational rehabilitation career assistance,
VBA233,Vocational rehabilitation claim assistance,
VBA233,Other,Colocated with Naples Vet Center
VBA234,Vocational rehabilitation career assistance,
VBA234,Vocational rehabilitation claim assistance,
VBA235,Vocational rehabilitation career assistance,
VBA235,Vocational rehabilitation claim assistance,
VBA236,Vocational rehabilitation career assistance,
VBA236,Vocational rehabilitation claim assistance,
VBA237,Vocational rehabilitation career assistance,
VBA237,Vocational rehabilitation claim assistance,
VBA238,Vocational rehabilitation career assistance,
VBA238,Vocational rehabilitation claim assistance,
VBA239,Vocational rehabilitation career assistance,
VBA239,Vocational rehabilitation claim assistance,
VBA239,Other,Colocated at Tampa Workforce Office
VBA240,Vocational rehabilitation career assistance,
VBA240,Vocational rehabilitation claim assistance,
VBA241,Applying for benefits,
VBA241,Career counseling,
VBA241,School assistance,
VBA241,Vocational rehabilitation career assistance,
VBA241,Transition assistance,
VBA241,Pre-discharge assistance,
VBA241,Employment assistance,
VBA241,Financial counseling,
VBA241,Housing assistance,
VBA241,Disability claim assistance,
VBA241,Vocational rehabilitation claim assistance,
VBA241,Survivor claim assistance,
VBA241,Updating contact information,
VBA241,Updating direct deposit information,
VBA241,eBenefits Logon assistance,
VBA241,Integrated Disability Evaluation System assistance,
VBA241,Homeless assistance,
VBA241,Education claim assistance,
VBA241,Insurance claim assistance,
VBA241,Burial Claim assistance,
VBA241,Other,Outreach
VBA242,Applying for benefits,
VBA242,School assistance,
VBA242,Vocational rehabilitation career assistance,
VBA242,Employment assistance,
VBA242,Financial counseling,
VBA242,Housing assistance,
VBA242,Disability claim assistance,
VBA242,Vocational rehabilitation claim assistance,
VBA242,Survivor claim assistance,
VBA242,Updating contact information,
VBA242,Updating direct deposit information,
VBA242,eBenefits Logon assistance,
VBA243,Other,Alternatives to Consider on Delinquent Loans
VBA243,Other,Repayment Plan
VBA243,Other,Special Forebearance
VBA243,Other,Loan Modification
VBA243,Other,Selling Your Home
VBA243,Other,Compromise Sale
VBA243,Other,Voluntary Transfer of Title (Deed-In-Lieu of Foreclosure)
VBA243,Other,SCRA (Servicemembers Civil Relief Act)
VBA243,Other,COEs (Certificate of Eligibility)
VBA243,Other,Underwriting
VBA243,Other,Appraisals
VBA243,Other,Special Adaptive Housing
VBA244,Applying for benefits,
VBA244,Career counseling,
VBA244,School assistance,
VBA244,Vocational rehabilitation career assistance,
VBA244,Transition assistance,
VBA244,Pre-discharge assistance,
VBA244,Employment assistance,
VBA244,Disability claim assistance,
VBA244,Education claim assistance,
VBA244,Insurance claim assistance,
VBA244,Vocational rehabilitation claim assistance,
VBA244,Survivor claim assistance,
VBA244,Updating contact information,
VBA244,Updating direct deposit information,
VBA244,Burial Claim assistance,
VBA244,eBenefits Logon assistance,
VBA244,Integrated Disability Evaluation System assistance,
VBA244,Homeless assistance,
VBA244,Financial counseling,
VBA245,Vocational rehabilitation career assistance,
VBA245,Vocational rehabilitation claim assistance,
VBA246,Integrated Disability Evaluation System assistance,
VBA247,Applying for benefits,
VBA247,Career counseling,
VBA247,Vocational rehabilitation career assistance,
VBA247,Transition assistance,
VBA247,Pre-discharge assistance,
VBA247,Employment assistance,
VBA247,Housing assistance,
VBA247,Disability claim assistance,
VBA247,Vocational rehabilitation claim assistance,
VBA247,Survivor claim assistance,
VBA247,Updating contact information,
VBA247,Updating direct deposit information,
VBA247,eBenefits Logon assistance,
VBA247,Integrated Disability Evaluation System assistance,
VBA247,Homeless assistance,
VBA248,Applying for benefits,
VBA248,Vocational rehabilitation career assistance,
VBA248,Employment assistance,
VBA248,Disability claim assistance,
VBA248,Vocational rehabilitation claim assistance,
VBA248,Updating contact information,
VBA248,Updating direct deposit information,
VBA248,eBenefits Logon assistance,
VBA249,Integrated Disability Evaluation System assistance,
VBA250,Vocational rehabilitation career assistance,
VBA250,Vocational rehabilitation claim assistance,
VBA251,Applying for benefits,
VBA251,Career counseling,
VBA251,Vocational rehabilitation career assistance,
VBA251,Transition assistance,
VBA251,Pre-discharge assistance,
VBA251,Employment assistance,
VBA251,Housing assistance,
VBA251,Disability claim assistance,
VBA251,Vocational rehabilitation claim assistance,
VBA251,Survivor claim assistance,
VBA251,Updating contact information,
VBA251,Updating direct deposit information,
VBA251,eBenefits Logon assistance,
VBA251,Integrated Disability Evaluation System assistance,
VBA251,Homeless assistance,
VBA252,Applying for benefits,
VBA252,Career counseling,
VBA252,School assistance,
VBA252,Vocational rehabilitation career assistance,
VBA252,Transition assistance,
VBA252,Pre-discharge assistance,
VBA252,Employment assistance,
VBA252,Financial counseling,
VBA252,Vocational rehabilitation claim assistance,
VBA252,Updating contact information,
VBA252,Updating direct deposit information,
VBA252,eBenefits Logon assistance,
VBA252,Homeless assistance,
VBA253,Applying for benefits,
VBA253,Career counseling,
VBA253,School assistance,
VBA253,Vocational rehabilitation career assistance,
VBA253,Transition assistance,
VBA253,Pre-discharge assistance,
VBA253,Employment assistance,
VBA253,Financial counseling,
VBA253,Vocational rehabilitation claim assistance,
VBA253,Updating contact information,
VBA253,Updating direct deposit information,
VBA253,eBenefits Logon assistance,
VBA253,Homeless assistance,
VBA254,Applying for benefits,
VBA254,Career counseling,
VBA254,School assistance,
VBA254,Vocational rehabilitation career assistance,
VBA254,Transition assistance,
VBA254,Pre-discharge assistance,
VBA254,Financial counseling,
VBA254,Disability claim assistance,
VBA254,Vocational rehabilitation claim assistance,
VBA254,Updating contact information,
VBA254,Updating direct deposit information,
VBA254,eBenefits Logon assistance,
VBA254,Homeless assistance,
VBA255,Applying for benefits,
VBA255,Career counseling,
VBA255,Vocational rehabilitation career assistance,
VBA255,Transition assistance,
VBA255,Employment assistance,
VBA255,Vocational rehabilitation claim assistance,
VBA256,Applying for benefits,
VBA256,Career counseling,
VBA256,School assistance,
VBA256,Vocational rehabilitation career assistance,
VBA256,Transition assistance,
VBA256,Pre-discharge assistance,
VBA256,Financial counseling,
VBA256,Disability claim assistance,
VBA256,Vocational rehabilitation claim assistance,
VBA256,Updating contact information,
VBA256,Updating direct deposit information,
VBA256,eBenefits Logon assistance,
VBA256,Homeless assistance,
VBA257,Applying for benefits,
VBA257,Career counseling,
VBA257,Vocational rehabilitation career assistance,
VBA257,Transition assistance,
VBA257,Employment assistance,
VBA257,Vocational rehabilitation claim assistance,
VBA258,Applying for benefits,
VBA258,Career counseling,
VBA258,School assistance,
VBA258,Vocational rehabilitation career assistance,
VBA258,Transition assistance,
VBA258,Pre-discharge assistance,
VBA258,Financial counseling,
VBA258,Disability claim assistance,
VBA258,Vocational rehabilitation claim assistance,
VBA258,Updating contact information,
VBA258,Updating direct deposit information,
VBA258,eBenefits Logon assistance,
VBA258,Homeless assistance,
VBA259,Applying for benefits,
VBA259,Career counseling,
VBA259,Vocational rehabilitation career assistance,
VBA259,Transition assistance,
VBA259,Pre-discharge assistance,
VBA259,Employment assistance,
VBA259,Vocational rehabilitation claim assistance,
VBA260,Applying for benefits,
VBA260,Career counseling,
VBA260,School assistance,
VBA260,Vocational rehabilitation career assistance,
VBA260,Transition assistance,
VBA260,Pre-discharge assistance,
VBA260,Financial counseling,
VBA260,Disability claim assistance,
VBA260,Vocational rehabilitation claim assistance,
VBA260,Updating contact information,
VBA260,Updating direct deposit information,
VBA260,eBenefits Logon assistance,
VBA260,Homeless assistance,
VBA261,Integrated Disability Evaluation System assistance,
VBA262,Applying for benefits,
VBA262,Career counseling,
VBA262,Vocational rehabilitation career assistance,
VBA262,Transition assistance,
VBA262,Pre-discharge assistance,
VBA262,Employment assistance,
VBA262,Housing assistance,
VBA262,Disability claim assistance,
VBA262,Vocational rehabilitation claim assistance,
VBA262,Survivor claim assistance,
VBA262,Updating contact information,
VBA262,Updating direct deposit information,
VBA262,eBenefits Logon assistance,
VBA262,Homeless assistance,
VBA263,Applying for benefits,
VBA263,Career counseling,
VBA263,Vocational rehabilitation career assistance,
VBA263,Transition assistance,
VBA263,Pre-discharge assistance,
VBA263,Employment assistance,
VBA263,Housing assistance,
VBA263,Disability claim assistance,
VBA263,Vocational rehabilitation claim assistance,
VBA263,Survivor claim assistance,
VBA263,Updating contact information,
VBA263,Updating direct deposit information,
VBA263,eBenefits Logon assistance,
VBA263,Homeless assistance,
VBA264,Applying for benefits,
VBA264,Career counseling,
VBA264,Vocational rehabilitation career assistance,
VBA264,Transition assistance,
VBA264,Pre-discharge assistance,
VBA264,Employment assistance,
VBA264,Housing assistance,
VBA264,Disability claim assistance,
VBA264,Vocational rehabilitation claim assistance,
VBA264,Survivor claim assistance,
VBA264,Updating contact information,
VBA264,Updating direct deposit information,
VBA264,eBenefits Logon assistance,
VBA264,Integrated Disability Evaluation System assistance,
VBA264,Homeless assistance,
VBA265,Integrated Disability Evaluation System assistance,
VBA266,Applying for benefits,
VBA266,Career counseling,
VBA266,Vocational rehabilitation career assistance,
VBA266,Transition assistance,
VBA266,Pre-discharge assistance,
VBA266,Employment assistance,
VBA266,Vocational rehabilitation claim assistance,
VBA267,Integrated Disability Evaluation System assistance,
VBA268,Pre-discharge assistance,
VBA269,Integrated Disability Evaluation System assistance,
VBA270,Applying for benefits,
VBA270,School assistance,
VBA270,Disability claim assistance,
VBA270,Survivor claim assistance,
VBA270,Updating contact information,
VBA270,Updating direct deposit information,
VBA270,Burial Claim assistance,
VBA270,eBenefits Logon assistance,
VBA270,Homeless assistance,
VBA271,Applying for benefits,
VBA271,Vocational rehabilitation career assistance,
VBA271,Survivor claim assistance,
VBA271,Updating contact information,
VBA271,Updating direct deposit information,
VBA271,eBenefits Logon assistance,
VBA271,Homeless assistance,
VBA271,Disability claim assistance,
VBA271,Career counseling,
VBA271,School assistance,
VBA271,Employment assistance,
VBA271,Vocational rehabilitation claim assistance,
VBA271,Insurance claim assistance,
VBA271,Burial Claim assistance,
VBA271,Integrated Disability Evaluation System assistance,
VBA271,Transition assistance,
VBA271,Pre-discharge assistance,
VBA271,Education claim assistance,
VBA271,Other,None
VBA272,Applying for benefits,
VBA272,Career counseling,
VBA272,School assistance,
VBA272,Vocational rehabilitation career assistance,
VBA272,Transition assistance,
VBA272,Pre-discharge assistance,
VBA272,Employment assistance,
VBA272,Disability claim assistance,
VBA272,Education claim assistance,
VBA272,Insurance claim assistance,
VBA272,Vocational rehabilitation claim assistance,
VBA272,Survivor claim assistance,
VBA272,Updating contact information,
VBA272,Updating direct deposit information,
VBA272,Burial Claim assistance,
VBA272,eBenefits Logon assistance,
VBA272,Integrated Disability Evaluation System assistance,
VBA272,Homeless assistance,
VBA273,Career counseling,
VBA273,Vocational rehabilitation career assistance,
VBA274,Career counseling,
VBA274,Vocational rehabilitation career assistance,
VBA274,Vocational rehabilitation claim assistance,
VBA275,Career counseling,
VBA275,Vocational rehabilitation career assistance,
VBA275,Vocational rehabilitation claim assistance,
VBA276,Vocational rehabilitation claim assistance,
VBA276,Vocational rehabilitation career assistance,
VBA276,Career counseling,
VBA277,Vocational rehabilitation career assistance,
VBA277,Vocational rehabilitation claim assistance,
VBA277,Career counseling,
VBA278,Vocational rehabilitation career assistance,
VBA278,Career counseling,
VBA278,Vocational rehabilitation claim assistance,
VBA279,Applying for benefits,
VBA279,Updating contact information,
VBA279,Burial Claim assistance,
VBA279,eBenefits Logon assistance,
VBA279,Homeless assistance,
VBA279,Updating direct deposit information,
VBA280,Applying for benefits,
VBA280,Updating contact information,
VBA280,Burial Claim assistance,
VBA280,Updating direct deposit information,
VBA280,eBenefits Logon assistance,
VBA280,Homeless assistance,
VBA281,Integrated Disability Evaluation System assistance,
VBA282,Applying for benefits,
VBA282,Updating contact information,
VBA282,Burial Claim assistance,
VBA282,Updating direct deposit information,
VBA282,eBenefits Logon assistance,
VBA282,Homeless assistance,
VBA283,Integrated Disability Evaluation System assistance,
VBA284,Integrated Disability Evaluation System assistance,
VBA285,Applying for benefits,
VBA285,Career counseling,
VBA285,Vocational rehabilitation career assistance,
VBA285,Transition assistance,
VBA285,Employment assistance,
VBA285,Vocational rehabilitation claim assistance,
VBA286,Applying for benefits,
VBA286,Career counseling,
VBA286,Vocational rehabilitation career assistance,
VBA286,Transition assistance,
VBA286,Employment assistance,
VBA286,Vocational rehabilitation claim assistance,
VBA287,Housing assistance,
VBA288,Housing assistance,
VBA289,Applying for benefits,
VBA289,Career counseling,
VBA289,School assistance,
VBA289,Vocational rehabilitation career assistance,
VBA289,Employment assistance,
VBA289,Housing assistance,
VBA289,Disability claim assistance,
VBA289,Vocational rehabilitation claim assistance,
VBA289,Survivor claim assistance,
VBA289,Updating contact information,
VBA289,Updating direct deposit information,
VBA289,Burial Claim assistance,
VBA289,eBenefits Logon assistance,
VBA289,Homeless assistance,
VBA289,Other,Chapter 36 Vocational Educational Counseling & Evaluation
VBA289,Other,Assistance to beneficiary��_��__s and fiduciaries and other program participants in the fiduciary program
VBA290,Career counseling,
VBA290,School assistance,
VBA290,Employment assistance,
VBA290,Vocational rehabilitation claim assistance,
VBA290,Other,Chapter 36 Vocational/Educational Evaluation and Counseling
VBA291,Career counseling,
VBA291,School assistance,
VBA291,Vocational rehabilitation career assistance,
VBA291,Employment assistance,
VBA291,Education claim assistance,
VBA291,Vocational rehabilitation claim assistance,
VBA291,Other,Chapter 36 Vocational/Educational Evaluation and Counseling
VBA292,Career counseling,
VBA292,School assistance,
VBA292,Vocational rehabilitation career assistance,
VBA292,Employment assistance,
VBA292,Education claim assistance,
VBA292,Vocational rehabilitation claim assistance,
VBA292,Other,Chapter 36 Vocational/Educational Evaluation and Counseling
VBA293,Career counseling,
VBA293,School assistance,
VBA293,Vocational rehabilitation career assistance,
VBA293,Employment assistance,
VBA293,Vocational rehabilitation claim assistance,
VBA293,Other,Chapter 36 Vocational/Educational Evaluation and Counseling
VBA294,Applying for benefits,
VBA294,Career counseling,
VBA294,School assistance,
VBA294,Vocational rehabilitation career assistance,
VBA294,Employment assistance,
VBA294,Disability claim assistance,
VBA294,Education claim assistance,
VBA294,Vocational rehabilitation claim assistance,
VBA294,Survivor claim assistance,
VBA294,Updating contact information,
VBA294,Updating direct deposit information,
VBA294,Burial Claim assistance,
VBA294,eBenefits Logon assistance,
VBA294,Homeless assistance,
VBA294,Other,Education Counseling
VBA294,Other,Outreach
VBA294,Other,Benefits Reviews
VBA295,Career counseling,
VBA295,School assistance,
VBA295,Vocational rehabilitation career assistance,
VBA295,Employment assistance,
VBA295,Vocational rehabilitation claim assistance,
VBA295,Other,Chapter 36 Vocational/Educational Evaluation and Counseling
VBA296,Applying for benefits,
VBA296,Pre-discharge assistance,
VBA296,Disability claim assistance,
VBA296,Updating contact information,
VBA296,Updating direct deposit information,
VBA296,eBenefits Logon assistance,
VBA297,Applying for benefits,
VBA297,Transition assistance,
VBA297,Pre-discharge assistance,
VBA297,Disability claim assistance,
VBA297,Updating direct deposit information,
VBA297,Updating contact information,
VBA297,eBenefits Logon assistance,
VBA297,Integrated Disability Evaluation System assistance,
VBA298,Applying for benefits,
VBA298,Disability claim assistance,
VBA298,Survivor claim assistance,
VBA298,Updating contact information,
VBA298,Updating direct deposit information,
VBA298,Burial Claim assistance,
VBA298,eBenefits Logon assistance,
VBA298,Homeless assistance,
VBA298,Other,Assist beneficiary��_��__s in the fiduciary program
VBA298,Other,assist fiduciaries in the fiduciary program
VBA298,Other,assist other program participants in the fiduciary program
VBA299,Survivor claim assistance,
VBA299,Pre-discharge assistance,
VBA299,Disability claim assistance,
VBA299,Transition assistance,
VBA299,Burial Claim assistance,
VBA299,Integrated Disability Evaluation System assistance,
VBA299,Homeless assistance,
VBA299,Applying for benefits,
VBA300,Applying for benefits,
VBA300,Transition assistance,
VBA300,Pre-discharge assistance,
VBA300,Disability claim assistance,
VBA300,Survivor claim assistance,
VBA300,Burial Claim assistance,
VBA300,Integrated Disability Evaluation System assistance,
VBA300,Homeless assistance,
VBA301,Applying for benefits,
VBA301,Vocational rehabilitation career assistance,
VBA301,Updating direct deposit information,
VBA301,Updating contact information,
VBA301,Survivor claim assistance,
VBA301,Vocational rehabilitation claim assistance,
VBA301,Career counseling,
VBA301,Employment assistance,
VBA301,Disability claim assistance,
VBA301,Burial Claim assistance,
VBA301,eBenefits Logon assistance,
VBA301,Homeless assistance,
VBA301,Pre-discharge assistance,
VBA302,Applying for benefits,
VBA302,Transition assistance,
VBA302,Pre-discharge assistance,
VBA302,Disability claim assistance,
VBA302,Survivor claim assistance,
VBA302,Burial Claim assistance,
VBA302,Integrated Disability Evaluation System assistance,
VBA302,Homeless assistance,
VBA303,Applying for benefits,
VBA303,Transition assistance,
VBA303,Pre-discharge assistance,
VBA303,Disability claim assistance,
VBA303,Survivor claim assistance,
VBA303,Burial Claim assistance,
VBA303,Integrated Disability Evaluation System assistance,
VBA303,Homeless assistance,
VBA304,Applying for benefits,
VBA304,Integrated Disability Evaluation System assistance,
VBA304,Pre-discharge assistance,
VBA304,Transition assistance,
VBA304,Disability claim assistance,
VBA305,Applying for benefits,
VBA305,Career counseling,
VBA305,School assistance,
VBA305,Vocational rehabilitation career assistance,
VBA305,Employment assistance,
VBA305,Housing assistance,
VBA305,Disability claim assistance,
VBA305,Education claim assistance,
VBA305,Vocational rehabilitation claim assistance,
VBA305,Survivor claim assistance,
VBA305,Updating contact information,
VBA305,Updating direct deposit information,
VBA305,eBenefits Logon assistance,
VBA305,Homeless assistance,
VBA305,Insurance claim assistance,
VBA305,Pre-discharge assistance,
VBA305,Transition assistance,
VBA305,Integrated Disability Evaluation System assistance,
VBA305,Other,Public Affairs
VBA305,Other,Outreach
VBA305,Other,Loan Guaranty services
VBA305,Other,National Call Center
VBA306,Applying for benefits,
VBA306,Disability claim assistance,
VBA306,Survivor claim assistance,
VBA306,Updating contact information,
VBA306,Updating direct deposit information,
VBA306,Burial Claim assistance,
VBA306,eBenefits Logon assistance,
VBA306,Homeless assistance,
VBA307,Applying for benefits,
VBA307,Disability claim assistance,
VBA307,Survivor claim assistance,
VBA307,Updating contact information,
VBA307,Updating direct deposit information,
VBA307,Burial Claim assistance,
VBA307,eBenefits Logon assistance,
VBA307,Homeless assistance,
VBA308,Applying for benefits,
VBA308,Career counseling,
VBA308,Vocational rehabilitation career assistance,
VBA308,Employment assistance,
VBA308,Disability claim assistance,
VBA308,Vocational rehabilitation claim assistance,
VBA308,Survivor claim assistance,
VBA308,Updating contact information,
VBA308,Updating direct deposit information,
VBA308,Burial Claim assistance,
VBA308,eBenefits Logon assistance,
VBA308,Homeless assistance,
VBA309,Applying for benefits,
VBA309,Career counseling,
VBA309,Vocational rehabilitation career assistance,
VBA309,Disability claim assistance,
VBA309,Vocational rehabilitation claim assistance,
VBA309,Updating contact information,
VBA309,Updating direct deposit information,
VBA309,Burial Claim assistance,
VBA309,eBenefits Logon assistance,
VBA309,Homeless assistance,
VBA310,Career counseling,
VBA310,Applying for benefits,
VBA310,Vocational rehabilitation career assistance,
VBA310,Vocational rehabilitation claim assistance,
VBA310,Employment assistance,
VBA311,Career counseling,
VBA311,Vocational rehabilitation career assistance,
VBA311,Employment assistance,
VBA311,Vocational rehabilitation claim assistance,
VBA312,Applying for benefits,
VBA312,Pre-discharge assistance,
VBA312,Disability claim assistance,
VBA312,Education claim assistance,
VBA312,Survivor claim assistance,
VBA312,Updating contact information,
VBA312,Updating direct deposit information,
VBA312,Burial Claim assistance,
VBA312,eBenefits Logon assistance,
VBA312,Integrated Disability Evaluation System assistance,
VBA312,Homeless assistance,
VBA312,Career counseling,
VBA312,Vocational rehabilitation career assistance,
VBA312,Vocational rehabilitation claim assistance,
VBA312,Employment assistance,
VBA313,Career counseling,
VBA313,Vocational rehabilitation career assistance,
VBA313,Employment assistance,
VBA313,Vocational rehabilitation claim assistance,
VBA314,Career counseling,
VBA314,Vocational rehabilitation career assistance,
VBA314,Employment assistance,
VBA314,Vocational rehabilitation claim assistance,
VBA315,Housing assistance,
VBA316,Vocational rehabilitation career assistance,
VBA316,Career counseling,
VBA316,Employment assistance,
VBA316,Vocational rehabilitation claim assistance,
VBA317,Housing assistance,
VBA318,Career counseling,
VBA318,Vocational rehabilitation career assistance,
VBA318,Employment assistance,
VBA318,Vocational rehabilitation claim assistance,
VBA319,Applying for benefits,
VBA319,Vocational rehabilitation career assistance,
VBA319,Pre-discharge assistance,
VBA319,Employment assistance,
VBA319,School assistance,
VBA319,Disability claim assistance,
VBA319,Insurance claim assistance,
VBA319,Education claim assistance,
VBA319,Vocational rehabilitation claim assistance,
VBA319,Survivor claim assistance,
VBA319,Updating contact information,
VBA319,Updating direct deposit information,
VBA319,Burial Claim assistance,
VBA319,eBenefits Logon assistance,
VBA319,Integrated Disability Evaluation System assistance,
VBA319,Homeless assistance,
VBA319,Transition assistance,
VBA320,Career counseling,
VBA320,Vocational rehabilitation career assistance,
VBA320,Employment assistance,
VBA320,Vocational rehabilitation claim assistance,
VBA321,Career counseling,
VBA321,Vocational rehabilitation career assistance,
VBA321,Employment assistance,
VBA321,Vocational rehabilitation claim assistance,
VBA322,Career counseling,
VBA322,Employment assistance,
VBA322,Vocational rehabilitation career assistance,
VBA322,Vocational rehabilitation claim assistance,
VBA323,Career counseling,
VBA323,Vocational rehabilitation career assistance,
VBA323,Employment assistance,
VBA323,Vocational rehabilitation claim assistance,
VBA324,Career counseling,
VBA324,Vocational rehabilitation career assistance,
VBA324,Employment assistance,
VBA324,Vocational rehabilitation claim assistance,
VBA325,Applying for benefits,
VBA325,Career counseling,
VBA325,Vocational rehabilitation career assistance,
VBA325,Employment assistance,
VBA325,Vocational rehabilitation claim assistance,
VBA325,Integrated Disability Evaluation System assistance,
VBA325,Other,Independent Living Assistance
VBA326,Applying for benefits,
VBA326,Career counseling,
VBA326,School assistance,
VBA326,Vocational rehabilitation career assistance,
