facility_id,service_level_1,service_level_2
589GF,Wellness and Preventative Care,
589GH,Mental Health Care,Outpatient Mental Health Care
589GH,Mental Health Care,
589GH,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
589GH,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
589GH,Outpatient Medical Specialty Care,
589GH,Primary Care,
589GH,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GH,Wellness and Preventative Care,
589GI,Audiology,
589GI,Mental Health Care,Outpatient Mental Health Care
589GI,Mental Health Care,Outpatient Specialized Mental Health Care 
589GI,Mental Health Care,
589GI,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
589GI,Outpatient Medical Specialty Care,
589GI,Primary Care,
589GI,Rehabilitation Care and Services,Audiology
589GI,Rehabilitation Care and Services,
589GI,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GI,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GI,Wellness and Preventative Care,
589GJ,Mental Health Care,Outpatient Mental Health Care
589GJ,Mental Health Care,
589GJ,Primary Care,
589GJ,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GJ,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GJ,Wellness and Preventative Care,
589GM,Mental Health Care,Outpatient Mental Health Care
589GM,Mental Health Care,
589GM,Primary Care,
589GN,Mental Health Care,Outpatient Mental Health Care
589GN,Mental Health Care,
589GN,Primary Care,
589GP,Mental Health Care,Outpatient Mental Health Care
589GP,Mental Health Care,
589GP,Primary Care,
589GR,Mental Health Care,Outpatient Mental Health Care
589GR,Mental Health Care,Outpatient Specialized Mental Health Care 
589GR,Mental Health Care,
589GR,Primary Care,
589GR,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GR,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GR,Wellness and Preventative Care,
589GT,Primary Care,
589GU,Mental Health Care,Outpatient Mental Health Care
589GU,Mental Health Care,Outpatient Specialized Mental Health Care 
589GU,Mental Health Care,
589GU,Primary Care,
589GU,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GU,Wellness and Preventative Care,
589GV,Mental Health Care,Outpatient Mental Health Care
589GV,Mental Health Care,
589GV,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
589GV,Outpatient Medical Specialty Care,
589GV,Primary Care,
589GV,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GV,Wellness and Preventative Care,
589GW,Mental Health Care,Outpatient Mental Health Care
589GW,Mental Health Care,Outpatient Specialized Mental Health Care 
589GW,Mental Health Care,
589GW,Outpatient Medical Specialty Care,Diabetes
589GW,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
589GW,Outpatient Medical Specialty Care,
589GW,Outpatient Surgical Specialty Care, Podiatry
589GW,Outpatient Surgical Specialty Care,
589GW,Primary Care,
589GW,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
589GW,Rehabilitation Care and Services,Speech Pathology
589GW,Rehabilitation Care and Services,
589GW,Wellness and Preventative Care,Eating Right: Diet and Nutrition
589GW,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GW,Wellness and Preventative Care,
589GX,Mental Health Care,Outpatient Mental Health Care
589GX,Mental Health Care,
589GX,Primary Care,
589GX,Rehabilitation Care and Services,Speech Pathology
589GX,Rehabilitation Care and Services,
589GX,Wellness and Preventative Care,Weight Management Services/MOVE! 
589GX,Wellness and Preventative Care,
589GY,Mental Health Care,Outpatient Mental Health Care
589GY,Mental Health Care,
589GY,Primary Care,
589GZ,Diagnostic Services,Nuclear Medicine 
589GZ,Diagnostic Services,
589GZ,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
589GZ,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
589GZ,Outpatient Medical Specialty Care,
589GZ,Primary Care,
589JA,Mental Health Care,Outpatient Mental Health Care
589JA,Mental Health Care,
589JA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
589JA,Outpatient Medical Specialty Care,
589JA,Primary Care,
589JA,Wellness and Preventative Care,Weight Management Services/MOVE! 
589JA,Wellness and Preventative Care,
589JB,Mental Health Care,Outpatient Mental Health Care
589JB,Mental Health Care,
589JB,Outpatient Medical Specialty Care,Internal Medicine
589JB,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
589JB,Outpatient Medical Specialty Care,
589JB,Primary Care,
589JB,Wellness and Preventative Care,Weight Management Services/MOVE! 
589JB,Wellness and Preventative Care,
589JD,Mental Health Care,Outpatient Mental Health Care
589JD,Mental Health Care,
589JD,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
589JD,Outpatient Medical Specialty Care,
589JD,Primary Care,
589JD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
589JD,Rehabilitation Care and Services,
589JD,Wellness and Preventative Care,Weight Management Services/MOVE! 
589JD,Wellness and Preventative Care,
589JE,Mental Health Care,Outpatient Mental Health Care
589JE,Mental Health Care,
589JE,Primary Care,
657,Audiology,
657,Dental Services,
657,Diagnostic Services,Imaging and Radiology
657,Diagnostic Services,Lab Services
657,Diagnostic Services,Nuclear Medicine 
657,Diagnostic Services,
657,Eye (Vision) Care,Ophthalmology
657,Eye (Vision) Care,Optometry
657,Eye (Vision) Care,
657,Mental Health Care,Outpatient Mental Health Care
657,Mental Health Care,Outpatient Specialized Mental Health Care 
657,Mental Health Care,
657,Outpatient Medical Specialty Care,Allergy and Immunology
657,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
657,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657,Outpatient Medical Specialty Care,Diabetes
657,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
657,Outpatient Medical Specialty Care,Endocrinology
657,Outpatient Medical Specialty Care,Gastroenterology
657,Outpatient Medical Specialty Care,Hematology (Blood) Services 
657,Outpatient Medical Specialty Care,Infectious Disease
657,Outpatient Medical Specialty Care,Internal Medicine
657,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
657,Outpatient Medical Specialty Care,Neurology
657,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
657,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
657,Outpatient Medical Specialty Care,Rheumatology/Arthritis
657,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
657,Outpatient Medical Specialty Care,
657,Outpatient Surgical Specialty Care, Podiatry
657,Outpatient Surgical Specialty Care,Cardiac Surgery 
657,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
657,Outpatient Surgical Specialty Care,General Surgery
657,Outpatient Surgical Specialty Care,Gynecology
657,Outpatient Surgical Specialty Care,Neurosurgery 
657,Outpatient Surgical Specialty Care,Ophthalmology
657,Outpatient Surgical Specialty Care,Orthopedics
657,Outpatient Surgical Specialty Care,Plastic Surgery
657,Outpatient Surgical Specialty Care,Thoracic Surgery
657,Outpatient Surgical Specialty Care,Urology
657,Outpatient Surgical Specialty Care,Vascular Surgery
657,Outpatient Surgical Specialty Care,
657,Primary Care,
657,Rehabilitation Care and Services,Amputation System of Care Services
657,Rehabilitation Care and Services,Audiology
657,Rehabilitation Care and Services,Compensated Work Therapy
657,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
657,Rehabilitation Care and Services,Speech Pathology
657,Rehabilitation Care and Services,Spinal Cord Injury
657,Rehabilitation Care and Services,
657,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657,Wellness and Preventative Care,Weight Management Services/MOVE! 
657,Wellness and Preventative Care,
657A0,Audiology,
657A0,Complementary and Alternative Medicine,Chiropractic  Services
657A0,Complementary and Alternative Medicine,
657A0,Dental Services,
657A0,Diagnostic Services,Imaging and Radiology
657A0,Diagnostic Services,Lab Services
657A0,Diagnostic Services,
657A0,Extended Care,Outpatient Geriatric Medicine
657A0,Extended Care,
657A0,Eye (Vision) Care,Ophthalmology
657A0,Eye (Vision) Care,Optometry
657A0,Eye (Vision) Care,
657A0,Mental Health Care,Outpatient Mental Health Care
657A0,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
657A0,Mental Health Care,
657A0,Outpatient Medical Specialty Care,Diabetes
657A0,Outpatient Medical Specialty Care,Infectious Disease
657A0,Outpatient Medical Specialty Care,Internal Medicine
657A0,Outpatient Medical Specialty Care,
657A0,Outpatient Surgical Specialty Care, Podiatry
657A0,Outpatient Surgical Specialty Care,Ophthalmology
657A0,Outpatient Surgical Specialty Care,Pain Management Clinic 
657A0,Outpatient Surgical Specialty Care,Plastic Surgery
657A0,Outpatient Surgical Specialty Care,Urology
657A0,Outpatient Surgical Specialty Care,
657A0,Primary Care,
657A0,Rehabilitation Care and Services,Amputation System of Care Services
657A0,Rehabilitation Care and Services,Audiology
657A0,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657A0,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
657A0,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
657A0,Rehabilitation Care and Services,Speech Pathology
657A0,Rehabilitation Care and Services,Spinal Cord Injury
657A0,Rehabilitation Care and Services,
657A0,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657A0,Wellness and Preventative Care,Weight Management Services/MOVE! 
657A0,Wellness and Preventative Care,
657A4,Audiology,
657A4,Complementary and Alternative Medicine,Chiropractic  Services
657A4,Complementary and Alternative Medicine,
657A4,Dental Services,
657A4,Diagnostic Services,Imaging and Radiology
657A4,Diagnostic Services,Lab Services
657A4,Diagnostic Services,Nuclear Medicine 
657A4,Diagnostic Services,
657A4,Eye (Vision) Care,Optometry
657A4,Eye (Vision) Care,
657A4,Mental Health Care,Outpatient Mental Health Care
657A4,Mental Health Care,Outpatient Specialized Mental Health Care 
657A4,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
657A4,Mental Health Care,
657A4,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
657A4,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657A4,Outpatient Medical Specialty Care,Diabetes
657A4,Outpatient Medical Specialty Care,Gastroenterology
657A4,Outpatient Medical Specialty Care,Internal Medicine
657A4,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
657A4,Outpatient Medical Specialty Care,Neurology
657A4,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
657A4,Outpatient Medical Specialty Care,
657A4,Outpatient Surgical Specialty Care, Podiatry
657A4,Outpatient Surgical Specialty Care,Orthopedics
657A4,Outpatient Surgical Specialty Care,Pain Management Clinic 
657A4,Outpatient Surgical Specialty Care,Urology
657A4,Outpatient Surgical Specialty Care,
657A4,Primary Care,
657A4,Rehabilitation Care and Services,Amputation System of Care Services
657A4,Rehabilitation Care and Services,Audiology
657A4,Rehabilitation Care and Services,Compensated Work Therapy
657A4,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657A4,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
657A4,Rehabilitation Care and Services,Speech Pathology
657A4,Rehabilitation Care and Services,Spinal Cord Injury
657A4,Rehabilitation Care and Services,
657A4,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657A4,Wellness and Preventative Care,Weight Management Services/MOVE! 
657A4,Wellness and Preventative Care,
657A5,Audiology,
657A5,Dental Services,
657A5,Diagnostic Services,Imaging and Radiology
657A5,Diagnostic Services,Lab Services
657A5,Diagnostic Services,Nuclear Medicine 
657A5,Diagnostic Services,
657A5,Eye (Vision) Care,Ophthalmology
657A5,Eye (Vision) Care,Optometry
657A5,Eye (Vision) Care,
657A5,Mental Health Care,Outpatient Mental Health Care
657A5,Mental Health Care,Outpatient Specialized Mental Health Care 
657A5,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
657A5,Mental Health Care,
657A5,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
657A5,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657A5,Outpatient Medical Specialty Care,Gastroenterology
657A5,Outpatient Medical Specialty Care,Internal Medicine
657A5,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
657A5,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
657A5,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
657A5,Outpatient Medical Specialty Care,
657A5,Outpatient Surgical Specialty Care, Podiatry
657A5,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
657A5,Outpatient Surgical Specialty Care,General Surgery
657A5,Outpatient Surgical Specialty Care,Gynecology
657A5,Outpatient Surgical Specialty Care,Ophthalmology
657A5,Outpatient Surgical Specialty Care,Orthopedics
657A5,Outpatient Surgical Specialty Care,Pain Management Clinic 
657A5,Outpatient Surgical Specialty Care,Urology
657A5,Outpatient Surgical Specialty Care,Vascular Surgery
657A5,Outpatient Surgical Specialty Care,
657A5,Primary Care,
657A5,Rehabilitation Care and Services,Amputation System of Care Services
657A5,Rehabilitation Care and Services,Audiology
657A5,Rehabilitation Care and Services,Compensated Work Therapy
657A5,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657A5,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
657A5,Rehabilitation Care and Services,Speech Pathology
657A5,Rehabilitation Care and Services,Spinal Cord Injury
657A5,Rehabilitation Care and Services,
657A5,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657A5,Wellness and Preventative Care,Weight Management Services/MOVE! 
657A5,Wellness and Preventative Care,
657GA,Mental Health Care,Outpatient Mental Health Care
657GA,Mental Health Care,
657GA,Primary Care,
657GA,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657GA,Rehabilitation Care and Services,
657GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GA,Wellness and Preventative Care,
657GB,Mental Health Care,Outpatient Mental Health Care
657GB,Mental Health Care,
657GB,Outpatient Medical Specialty Care,Diabetes
657GB,Outpatient Medical Specialty Care,
657GB,Primary Care,
657GB,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657GB,Rehabilitation Care and Services,
657GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GB,Wellness and Preventative Care,
657GD,Mental Health Care,Outpatient Mental Health Care
657GD,Mental Health Care,
657GD,Outpatient Medical Specialty Care,Diabetes
657GD,Outpatient Medical Specialty Care,
657GD,Primary Care,
657GD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657GD,Rehabilitation Care and Services,
657GD,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GD,Wellness and Preventative Care,
657GF,Complementary and Alternative Medicine,Chiropractic  Services
657GF,Complementary and Alternative Medicine,
657GF,Diagnostic Services,Imaging and Radiology
657GF,Diagnostic Services,
657GF,Mental Health Care,Outpatient Mental Health Care
657GF,Mental Health Care,Outpatient Specialized Mental Health Care 
657GF,Mental Health Care,
657GF,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GF,Outpatient Medical Specialty Care,Diabetes
657GF,Outpatient Medical Specialty Care,Internal Medicine
657GF,Outpatient Medical Specialty Care,Neurology
657GF,Outpatient Medical Specialty Care,
657GF,Primary Care,
657GF,Rehabilitation Care and Services,Compensated Work Therapy
657GF,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657GF,Rehabilitation Care and Services,
657GF,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GF,Wellness and Preventative Care,
657GG,Mental Health Care,Outpatient Mental Health Care
657GG,Mental Health Care,
657GG,Outpatient Medical Specialty Care,Diabetes
657GG,Outpatient Medical Specialty Care,Internal Medicine
657GG,Outpatient Medical Specialty Care,
657GG,Primary Care,
657GG,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GG,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GG,Wellness and Preventative Care,
657GH,Mental Health Care,Outpatient Mental Health Care
657GH,Mental Health Care,Outpatient Specialized Mental Health Care 
657GH,Mental Health Care,
657GH,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GH,Outpatient Medical Specialty Care,Diabetes
657GH,Outpatient Medical Specialty Care,Internal Medicine
657GH,Outpatient Medical Specialty Care,
657GH,Primary Care,
657GH,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GH,Wellness and Preventative Care,
657GI,Mental Health Care,Outpatient Mental Health Care
657GI,Mental Health Care,Outpatient Specialized Mental Health Care 
657GI,Mental Health Care,
657GI,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GI,Outpatient Medical Specialty Care,Diabetes
657GI,Outpatient Medical Specialty Care,Internal Medicine
657GI,Outpatient Medical Specialty Care,
657GI,Primary Care,
657GI,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GI,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GI,Wellness and Preventative Care,
657GJ,Audiology,
657GJ,Dental Services,
657GJ,Diagnostic Services,Imaging and Radiology
657GJ,Diagnostic Services,Lab Services
657GJ,Diagnostic Services,
657GJ,Eye (Vision) Care,Optometry
657GJ,Eye (Vision) Care,
657GJ,Mental Health Care,Outpatient Mental Health Care
657GJ,Mental Health Care,Outpatient Specialized Mental Health Care 
657GJ,Mental Health Care,
657GJ,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
657GJ,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GJ,Outpatient Medical Specialty Care,Gastroenterology
657GJ,Outpatient Medical Specialty Care,Internal Medicine
657GJ,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
657GJ,Outpatient Medical Specialty Care,Neurology
657GJ,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
657GJ,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
657GJ,Outpatient Medical Specialty Care,
657GJ,Outpatient Surgical Specialty Care, Podiatry
657GJ,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
657GJ,Outpatient Surgical Specialty Care,General Surgery
657GJ,Outpatient Surgical Specialty Care,Orthopedics
657GJ,Outpatient Surgical Specialty Care,Urology
657GJ,Outpatient Surgical Specialty Care,
657GJ,Primary Care,
657GJ,Rehabilitation Care and Services,Amputation System of Care Services
657GJ,Rehabilitation Care and Services,Audiology
657GJ,Rehabilitation Care and Services,Compensated Work Therapy
657GJ,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
657GJ,Rehabilitation Care and Services,
657GJ,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GJ,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GJ,Wellness and Preventative Care,
657GK,Mental Health Care,Outpatient Mental Health Care
657GK,Mental Health Care,
657GK,Primary Care,
657GK,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GK,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GK,Wellness and Preventative Care,
657GL,Diagnostic Services,Lab Services
657GL,Diagnostic Services,
657GL,Mental Health Care,Outpatient Mental Health Care
657GL,Mental Health Care,Outpatient Specialized Mental Health Care 
657GL,Mental Health Care,
657GL,Primary Care,
657GL,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GL,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GL,Wellness and Preventative Care,
657GM,Mental Health Care,Outpatient Mental Health Care
657GM,Mental Health Care,
657GM,Primary Care,
657GM,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GM,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GM,Wellness and Preventative Care,
657GN,Primary Care,
657GO,Mental Health Care,Outpatient Mental Health Care
657GO,Mental Health Care,
657GO,Primary Care,
657GO,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GO,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GO,Wellness and Preventative Care,
657GP,Mental Health Care,Outpatient Mental Health Care
657GP,Mental Health Care,
657GP,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GP,Outpatient Medical Specialty Care,
657GP,Primary Care,
657GP,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GP,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GP,Wellness and Preventative Care,
657GQ,Mental Health Care,Outpatient Mental Health Care
657GQ,Mental Health Care,
657GQ,Primary Care,
657GQ,Rehabilitation Care and Services,Compensated Work Therapy
657GQ,Rehabilitation Care and Services,
657GQ,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GQ,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GQ,Wellness and Preventative Care,
657GR,Mental Health Care,Outpatient Mental Health Care
657GR,Mental Health Care,
657GR,Primary Care,
657GR,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GR,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GR,Wellness and Preventative Care,
657GS,Mental Health Care,Outpatient Mental Health Care
657GS,Mental Health Care,
657GS,Primary Care,
657GS,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GS,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GS,Wellness and Preventative Care,
657GT,Mental Health Care,Outpatient Mental Health Care
657GT,Mental Health Care,
657GT,Primary Care,
657GT,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GT,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GT,Wellness and Preventative Care,
657GU,Mental Health Care,Outpatient Mental Health Care
657GU,Mental Health Care,
657GU,Primary Care,
657GU,Wellness and Preventative Care,Eating Right: Diet and Nutrition
657GU,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GU,Wellness and Preventative Care,
657GV,Audiology,
657GV,Mental Health Care,Outpatient Mental Health Care
657GV,Mental Health Care,Outpatient Specialized Mental Health Care 
657GV,Mental Health Care,
657GV,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
657GV,Outpatient Medical Specialty Care,Diabetes
657GV,Outpatient Medical Specialty Care,Internal Medicine
657GV,Outpatient Medical Specialty Care,
657GV,Primary Care,
657GV,Rehabilitation Care and Services,Audiology
657GV,Rehabilitation Care and Services,
657GV,Wellness and Preventative Care,Weight Management Services/MOVE! 
657GV,Wellness and Preventative Care,
502,Audiology,
502,Complementary and Alternative Medicine,Chiropractic  Services
502,Complementary and Alternative Medicine,
502,Dental Services,
502,Diagnostic Services,Imaging and Radiology
502,Diagnostic Services,Lab Services
502,Diagnostic Services,
502,Extended Care,Outpatient Geriatric Medicine
502,Extended Care,
502,Eye (Vision) Care,Ophthalmology
502,Eye (Vision) Care,Optometry
502,Eye (Vision) Care,
502,Mental Health Care,Outpatient Mental Health Care
502,Mental Health Care,Outpatient Specialized Mental Health Care 
502,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
502,Mental Health Care,
502,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
502,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
502,Outpatient Medical Specialty Care,Diabetes
502,Outpatient Medical Specialty Care,Gastroenterology
502,Outpatient Medical Specialty Care,Infectious Disease
502,Outpatient Medical Specialty Care,Internal Medicine
502,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
502,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
502,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
502,Outpatient Medical Specialty Care,
502,Outpatient Surgical Specialty Care, Podiatry
502,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
502,Outpatient Surgical Specialty Care,General Surgery
502,Outpatient Surgical Specialty Care,Ophthalmology
502,Outpatient Surgical Specialty Care,Orthopedics
502,Outpatient Surgical Specialty Care,Urology
502,Outpatient Surgical Specialty Care,
502,Primary Care,
502,Rehabilitation Care and Services,Amputation System of Care Services
502,Rehabilitation Care and Services,Audiology
502,Rehabilitation Care and Services,Compensated Work Therapy
502,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
502,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
502,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
502,Rehabilitation Care and Services,Speech Pathology
502,Rehabilitation Care and Services,Spinal Cord Injury
502,Rehabilitation Care and Services,
502,Wellness and Preventative Care,Eating Right: Diet and Nutrition
502,Wellness and Preventative Care,Weight Management Services/MOVE! 
502,Wellness and Preventative Care,
502GA,Mental Health Care,Outpatient Mental Health Care
502GA,Mental Health Care,
502GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
502GA,Outpatient Medical Specialty Care,
502GA,Primary Care,
502GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
502GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
502GA,Wellness and Preventative Care,
502GB,Mental Health Care,Outpatient Mental Health Care
502GB,Mental Health Care,
502GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
502GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
502GB,Outpatient Medical Specialty Care,Diabetes
502GB,Outpatient Medical Specialty Care,Internal Medicine
502GB,Outpatient Medical Specialty Care,
502GB,Outpatient Surgical Specialty Care, Podiatry
502GB,Outpatient Surgical Specialty Care,
502GB,Primary Care,
502GB,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
502GB,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
502GB,Rehabilitation Care and Services,
502GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
502GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
502GB,Wellness and Preventative Care,
502GF,Mental Health Care,Outpatient Mental Health Care
502GF,Mental Health Care,
502GF,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
502GF,Outpatient Medical Specialty Care,
502GF,Primary Care,
502GF,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
502GF,Rehabilitation Care and Services,
502GF,Wellness and Preventative Care,Eating Right: Diet and Nutrition
502GF,Wellness and Preventative Care,Weight Management Services/MOVE! 
502GF,Wellness and Preventative Care,
502GG,Mental Health Care,Outpatient Mental Health Care
502GG,Mental Health Care,
502GG,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
502GG,Outpatient Medical Specialty Care,
502GG,Primary Care,
502GG,Wellness and Preventative Care,Eating Right: Diet and Nutrition
502GG,Wellness and Preventative Care,Weight Management Services/MOVE! 
502GG,Wellness and Preventative Care,
520,Audiology,
520,Dental Services,
520,Diagnostic Services,Imaging and Radiology
520,Diagnostic Services,Lab Services
520,Diagnostic Services,Nuclear Medicine 
520,Diagnostic Services,
520,Eye (Vision) Care,Blind Rehabilitation
520,Eye (Vision) Care,Ophthalmology
520,Eye (Vision) Care,Optometry
520,Eye (Vision) Care,
520,Mental Health Care,Outpatient Mental Health Care
520,Mental Health Care,Outpatient Specialized Mental Health Care 
520,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
520,Mental Health Care,
520,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
520,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
520,Outpatient Medical Specialty Care,Diabetes
520,Outpatient Medical Specialty Care,Gastroenterology
520,Outpatient Medical Specialty Care,Hematology (Blood) Services 
520,Outpatient Medical Specialty Care,Infectious Disease
520,Outpatient Medical Specialty Care,Internal Medicine
520,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
520,Outpatient Medical Specialty Care,Neurology
520,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
520,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
520,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
520,Outpatient Medical Specialty Care,
520,Outpatient Surgical Specialty Care, Podiatry
520,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
520,Outpatient Surgical Specialty Care,General Surgery
520,Outpatient Surgical Specialty Care,Gynecology
520,Outpatient Surgical Specialty Care,Ophthalmology
520,Outpatient Surgical Specialty Care,Orthopedics
520,Outpatient Surgical Specialty Care,Plastic Surgery
